model,buchi,sccs,allstates,alltrans,buchisize,scclist,largest_scc,scc1k,scc10k,scc100k,persistence
BridgeAndVehicles-PT-V20P20N10_LTLF_8_T_,tgba,111603,111603,363652,5,1:111603-,1,0,0,0,yes
BridgeAndVehicles-PT-V20P20N10_LTLS_0_T_,tgba,87576,87576,275205,1,1:87576-,1,0,0,0,yes
BridgeAndVehicles-PT-V20P20N10_LTLS_14_T_,tgba,87576,87576,275205,1,1:87576-,1,0,0,0,yes
BridgeAndVehicles-PT-V20P20N10_LTLS_1_T_,tgba,87576,87576,275205,1,1:87576-,1,0,0,0,yes
BridgeAndVehicles-PT-V20P20N10_LTLS_2_T_,tgba,82956,82956,261996,1,1:82956-,1,0,0,0,yes
BridgeAndVehicles-PT-V20P20N10_LTLS_3_T_,tgba,55832,55832,181886,1,1:55832-,1,0,0,0,yes
BridgeAndVehicles-PT-V20P20N10_LTLS_4_T_,tgba,82956,82956,261996,1,1:82956-,1,0,0,0,yes
BridgeAndVehicles-PT-V20P20N10_LTLS_6_T_,tgba,82956,82956,261996,1,1:82956-,1,0,0,0,yes
BridgeAndVehicles-PT-V20P20N20_LTLC_14_T_,tgba,3758562,3758562,11708099,1,1:3758562-,1,0,0,0,yes
BridgeAndVehicles-PT-V20P20N20_LTLC_15_T_,tgba,78582,78582,273091,1,1:78582-,1,0,0,0,yes
BridgeAndVehicles-PT-V20P20N20_LTLC_8_T_,tgba,9810868,9810868,68690386,3,1:9810868-,1,0,0,0,yes
BridgeAndVehicles-PT-V20P20N20_LTLS_13_T_,tgba,118624,118624,386214,1,1:118624-,1,0,0,0,yes
BridgeAndVehicles-PT-V20P20N20_LTLS_15_T_,tgba,118624,118624,386214,1,1:118624-,1,0,0,0,yes
BridgeAndVehicles-PT-V20P20N20_LTLS_7_T_,tgba,118624,118624,386214,1,1:118624-,1,0,0,0,yes
BridgeAndVehicles-PT-V20P20N20_LTLS_9_T_,tgba,123244,123244,399423,1,1:123244-,1,0,0,0,yes
BridgeAndVehicles-PT-V20P20N50_LTLC_10_T_,tgba,1153992,1153992,3331068,3,1:1153992-,1,0,0,0,yes
BridgeAndVehicles-PT-V20P20N50_LTLF_5_T_,tgba,119042,119042,387429,1,1:119042-,1,0,0,0,yes
BridgeAndVehicles-PT-V20P20N50_LTLF_8_T_,tgba,109402,109402,361011,3,1:109402-,1,0,0,0,yes
BridgeAndVehicles-PT-V20P20N50_LTLS_1_T_,tgba,119042,119042,387429,1,1:119042-,1,0,0,0,yes
BridgeAndVehicles-PT-V20P20N50_LTLS_3_T_,tgba,119042,119042,387429,1,1:119042-,1,0,0,0,yes
BridgeAndVehicles-PT-V20P20N50_LTLS_4_T_,tgba,119042,119042,387429,1,1:119042-,1,0,0,0,yes
BridgeAndVehicles-PT-V20P20N50_LTLS_5_T_,tgba,119042,119042,387429,1,1:119042-,1,0,0,0,yes
BridgeAndVehicles-PT-V20P20N50_LTLS_7_T_,tgba,123662,123662,400638,1,1:123662-,1,0,0,0,yes
CircularTrains-PT-024_LTLC_15_T_,tgba,27855,27855,95558,1,1:27855-,1,0,0,0,yes
CircularTrains-PT-024_LTLF_11_T_,tgba,35739,35739,141540,4,1:35739-,1,0,0,0,yes
CircularTrains-PT-024_LTLF_12_T_,tgba,86515,173029,1048989,2,86515:1-1:86514-,86515,86515,86515,0,yes
CircularTrains-PT-024_LTLF_14_T_,tgba,35739,35739,141540,1,1:35739-,1,0,0,0,yes
CircularTrains-PT-024_LTLF_1_T_,tgba,82526,169040,1094423,2,86515:1-1:82525-,86515,86515,86515,0,yes
CircularTrains-PT-024_LTLF_3_T_,tgba,67582,67582,244606,3,1:67582-,1,0,0,0,yes
CircularTrains-PT-024_LTLF_6_T_,tgba,86515,173029,1048989,2,86515:1-1:86514-,86515,86515,86515,0,yes
CircularTrains-PT-024_LTLF_7_T_,tgba,86515,173029,1048989,2,86515:1-1:86514-,86515,86515,86515,0,yes
CircularTrains-PT-024_LTLF_8_T_,tgba,82526,169040,1094423,2,86515:1-1:82525-,86515,86515,86515,0,yes
CircularTrains-PT-024_LTLS_0_T_,tgba,35739,35739,141540,1,1:35739-,1,0,0,0,yes
CircularTrains-PT-024_LTLS_10_T_,tgba,18570,18570,47779,1,1:18570-,1,0,0,0,yes
CircularTrains-PT-024_LTLS_11_T_,tgba,18570,18570,47779,1,1:18570-,1,0,0,0,yes
CircularTrains-PT-024_LTLS_12_T_,tgba,18570,18570,47779,1,1:18570-,1,0,0,0,yes
CircularTrains-PT-024_LTLS_13_T_,tgba,18570,18570,47779,1,1:18570-,1,0,0,0,yes
CircularTrains-PT-024_LTLS_14_T_,tgba,35739,35739,141540,1,1:35739-,1,0,0,0,yes
CircularTrains-PT-024_LTLS_15_T_,tgba,35739,35739,141540,1,1:35739-,1,0,0,0,yes
CircularTrains-PT-024_LTLS_1_T_,tgba,35739,35739,141540,1,1:35739-,1,0,0,0,yes
CircularTrains-PT-024_LTLS_2_T_,tgba,18570,18570,47779,1,1:18570-,1,0,0,0,yes
CircularTrains-PT-024_LTLS_3_T_,tgba,18570,18570,47779,1,1:18570-,1,0,0,0,yes
CircularTrains-PT-024_LTLS_4_T_,tgba,35739,35739,141540,1,1:35739-,1,0,0,0,yes
CircularTrains-PT-024_LTLS_5_T_,tgba,35739,35739,141540,1,1:35739-,1,0,0,0,yes
CircularTrains-PT-024_LTLS_6_T_,tgba,35739,35739,141540,1,1:35739-,1,0,0,0,yes
CircularTrains-PT-024_LTLS_7_T_,tgba,18570,18570,47779,1,1:18570-,1,0,0,0,yes
CircularTrains-PT-024_LTLS_8_T_,tgba,35739,35739,141540,1,1:35739-,1,0,0,0,yes
CircularTrains-PT-024_LTLS_9_T_,tgba,35739,35739,141540,1,1:35739-,1,0,0,0,yes
CSRepetitions-PT-04_LTLF_15_T_,tgba,589824,589824,1048576,2,1:589824-,1,0,0,0,yes
CSRepetitions-PT-04_LTLS_10_T_,tgba,589824,589824,1048576,1,1:589824-,1,0,0,0,yes
CSRepetitions-PT-04_LTLS_15_T_,tgba,589824,589824,1048576,1,1:589824-,1,0,0,0,yes
CSRepetitions-PT-04_LTLS_1_T_,tgba,589824,589824,1048576,1,1:589824-,1,0,0,0,yes
CSRepetitions-PT-04_LTLS_6_T_,tgba,589824,589824,1048576,1,1:589824-,1,0,0,0,yes
HouseConstruction-PT-005_LTLC_14_T_,tgba,1752399,1752399,11031623,2,1:1752399-,1,0,0,0,yes
HouseConstruction-PT-005_LTLC_6_T_,tgba,1594961,1594961,9520057,2,1:1594961-,1,0,0,0,yes
HouseConstruction-PT-005_LTLF_11_T_,tgba,655518,655518,3020580,2,1:655518-,1,0,0,0,yes
HouseConstruction-PT-005_LTLF_14_T_,tgba,298989,298989,1074051,2,1:298989-,1,0,0,0,yes
HouseConstruction-PT-005_LTLF_2_T_,tgba,996628,996628,5320110,1,1:996628-,1,0,0,0,yes
HouseConstruction-PT-005_LTLS_11_T_,tgba,33530,33530,86772,1,1:33530-,1,0,0,0,yes
HouseConstruction-PT-005_LTLS_12_T_,tgba,49842,49842,167910,1,1:49842-,1,0,0,0,yes
HouseConstruction-PT-005_LTLS_13_T_,tgba,655518,655518,3020580,1,1:655518-,1,0,0,0,yes
HouseConstruction-PT-005_LTLS_14_T_,tgba,996628,996628,5320110,1,1:996628-,1,0,0,0,yes
HouseConstruction-PT-005_LTLS_15_T_,tgba,33530,33530,86772,1,1:33530-,1,0,0,0,yes
HouseConstruction-PT-005_LTLS_1_T_,tgba,655518,655518,3020580,1,1:655518-,1,0,0,0,yes
HouseConstruction-PT-005_LTLS_4_T_,tgba,91897,91897,334900,1,1:91897-,1,0,0,0,yes
HouseConstruction-PT-005_LTLS_5_T_,tgba,996628,996628,5320110,1,1:996628-,1,0,0,0,yes
HouseConstruction-PT-005_LTLS_6_T_,tgba,358228,358228,1310710,1,1:358228-,1,0,0,0,yes
HouseConstruction-PT-005_LTLS_7_T_,tgba,298989,298989,1074051,1,1:298989-,1,0,0,0,yes
HouseConstruction-PT-005_LTLS_8_T_,tgba,133548,133548,427190,1,1:133548-,1,0,0,0,yes
HouseConstruction-PT-005_LTLS_9_T_,tgba,133548,133548,427190,1,1:133548-,1,0,0,0,yes
HouseConstruction-PT-010_LTLF_11_T_,tgba,626483,626483,2065635,1,1:626483-,1,0,0,0,yes
HouseConstruction-PT-010_LTLF_13_T_,tgba,626483,626483,2065635,4,1:626483-,1,0,0,0,yes
HouseConstruction-PT-010_LTLF_6_T_,tgba,22172488,22172488,102079900,1,1:22172488-,1,0,0,0,yes
HouseConstruction-PT-010_LTLF_9_T_,tgba,22172488,22172488,102079900,2,1:22172488-,1,0,0,0,yes
HouseConstruction-PT-010_LTLS_0_T_,tgba,6085611,6085611,22231735,1,1:6085611-,1,0,0,0,yes
HouseConstruction-PT-010_LTLS_11_T_,tgba,6085611,6085611,22231735,1,1:6085611-,1,0,0,0,yes
HouseConstruction-PT-010_LTLS_12_T_,tgba,2571998,2571998,9772620,1,1:2571998-,1,0,0,0,yes
HouseConstruction-PT-010_LTLS_13_T_,tgba,2571998,2571998,9772620,1,1:2571998-,1,0,0,0,yes
HouseConstruction-PT-010_LTLS_15_T_,tgba,2571998,2571998,9772620,1,1:2571998-,1,0,0,0,yes
HouseConstruction-PT-010_LTLS_1_T_,tgba,6085611,6085611,22231735,1,1:6085611-,1,0,0,0,yes
HouseConstruction-PT-010_LTLS_2_T_,tgba,6085611,6085611,22231735,1,1:6085611-,1,0,0,0,yes
HouseConstruction-PT-010_LTLS_3_T_,tgba,88440,88440,240867,1,1:88440-,1,0,0,0,yes
HouseConstruction-PT-010_LTLS_4_T_,tgba,22172488,22172488,102079900,1,1:22172488-,1,0,0,0,yes
HouseConstruction-PT-010_LTLS_6_T_,tgba,2571998,2571998,9772620,1,1:2571998-,1,0,0,0,yes
HouseConstruction-PT-020_LTLS_10_T_,tgba,6230609,6230609,20906589,1,1:6230609-,1,0,0,0,yes
HouseConstruction-PT-020_LTLS_13_T_,tgba,21021,21021,45815,1,1:21021-,1,0,0,0,yes
HouseConstruction-PT-020_LTLS_2_T_,tgba,21021,21021,45815,1,1:21021-,1,0,0,0,yes
HouseConstruction-PT-020_LTLS_3_T_,tgba,21021,21021,45815,1,1:21021-,1,0,0,0,yes
HouseConstruction-PT-050_LTLC_3_T_,tgba,631176,631176,1486225,1,1:631176-,1,0,0,0,yes
HouseConstruction-PT-050_LTLF_13_T_,tgba,2601,2601,3825,1,1:2601-,1,0,0,0,yes
HouseConstruction-PT-050_LTLS_0_T_,tgba,2601,2601,3825,1,1:2601-,1,0,0,0,yes
HouseConstruction-PT-050_LTLS_12_T_,tgba,2601,2601,3825,1,1:2601-,1,0,0,0,yes
HouseConstruction-PT-050_LTLS_14_T_,tgba,2601,2601,3825,1,1:2601-,1,0,0,0,yes
HouseConstruction-PT-050_LTLS_1_T_,tgba,2601,2601,3825,1,1:2601-,1,0,0,0,yes
HouseConstruction-PT-050_LTLS_5_T_,tgba,2601,2601,3825,1,1:2601-,1,0,0,0,yes
HouseConstruction-PT-050_LTLS_9_T_,tgba,2601,2601,3825,1,1:2601-,1,0,0,0,yes
HouseConstruction-PT-100_LTLF_13_T_,tgba,9191101,9191101,22278075,3,1:9191101-,1,0,0,0,yes
HouseConstruction-PT-100_LTLS_5_T_,tgba,9191101,9191101,22278075,1,1:9191101-,1,0,0,0,yes
HouseConstruction-PT-100_LTLS_7_T_,tgba,10201,10201,15150,1,1:10201-,1,0,0,0,yes
HouseConstruction-PT-100_LTLS_9_T_,tgba,10201,10201,15150,1,1:10201-,1,0,0,0,yes
HouseConstruction-PT-200_LTLF_7_T_,tgba,40401,40401,60300,1,1:40401-,1,0,0,0,yes
HouseConstruction-PT-200_LTLS_5_T_,tgba,40401,40401,60300,1,1:40401-,1,0,0,0,yes
HouseConstruction-PT-500_LTLS_14_T_,tgba,251001,251001,375750,1,1:251001-,1,0,0,0,yes
HouseConstruction-PT-500_LTLS_4_T_,tgba,1001,1001,1000,1,1:1001-,1,0,0,0,yes
HouseConstruction-PT-500_LTLS_7_T_,tgba,251001,251001,375750,1,1:251001-,1,0,0,0,yes
IOTPpurchase-PT-C03M03P03D03_LTLC_11_T_,tgba,353328,707503,4850538,2,354176:1-1:353327-,354176,354176,354176,354176,yes
IOTPpurchase-PT-C03M03P03D03_LTLC_14_T_,tgba,65030,419205,2001314,2,354176:1-1:65029-,354176,354176,354176,354176,yes
IOTPpurchase-PT-C03M03P03D03_LTLF_0_T_,tgba,353360,707535,4856650,2,354176:1-1:353359-,354176,354176,354176,354176,yes
IOTPpurchase-PT-C03M03P03D03_LTLF_13_T_,tgba,349952,704127,4700930,2,354176:1-1:349951-,354176,354176,354176,354176,yes
IOTPpurchase-PT-C03M03P03D03_LTLF_14_T_,tgba,17004,17004,48637,2,1:17004-,1,0,0,0,yes
IOTPpurchase-PT-C03M03P03D03_LTLF_1_T_,tgba,352000,706175,4700930,2,354176:1-1:351999-,354176,354176,354176,354176,yes
IOTPpurchase-PT-C03M03P03D03_LTLS_0_T_,tgba,12708,12708,37163,1,1:12708-,1,0,0,0,yes
IOTPpurchase-PT-C03M03P03D03_LTLS_6_T_,tgba,29498,29498,94925,1,1:29498-,1,0,0,0,yes
IOTPpurchase-PT-C03M03P03D03_LTLS_7_T_,tgba,29498,29498,94925,1,1:29498-,1,0,0,0,yes
IOTPpurchase-PT-C05M04P03D02_LTLC_1_T_,tgba,14370,14370,46278,1,1:14370-,1,0,0,0,yes
IOTPpurchase-PT-C05M04P03D02_LTLF_1_T_,tgba,161695,161695,615734,8,1:161695-,1,0,0,0,yes
IOTPpurchase-PT-C05M04P03D02_LTLS_0_T_,tgba,161672,161672,615662,1,1:161672-,1,0,0,0,yes
IOTPpurchase-PT-C05M04P03D02_LTLS_10_T_,tgba,21410,21410,71280,1,1:21410-,1,0,0,0,yes
IOTPpurchase-PT-C05M04P03D02_LTLS_11_T_,tgba,16924,16924,56708,1,1:16924-,1,0,0,0,yes
IOTPpurchase-PT-C05M04P03D02_LTLS_13_T_,tgba,161672,161672,615662,1,1:161672-,1,0,0,0,yes
IOTPpurchase-PT-C05M04P03D02_LTLS_14_T_,tgba,283104,283104,1152221,1,1:283104-,1,0,0,0,yes
IOTPpurchase-PT-C05M04P03D02_LTLS_1_T_,tgba,1145394,1145394,4307881,1,1:1145394-,1,0,0,0,yes
IOTPpurchase-PT-C05M04P03D02_LTLS_3_T_,tgba,336050,336050,1391173,1,1:336050-,1,0,0,0,yes
IOTPpurchase-PT-C05M04P03D02_LTLS_4_T_,tgba,283104,283104,1152221,1,1:283104-,1,0,0,0,yes
IOTPpurchase-PT-C05M04P03D02_LTLS_5_T_,tgba,16924,16924,56708,1,1:16924-,1,0,0,0,yes
IOTPpurchase-PT-C05M04P03D02_LTLS_6_T_,tgba,2727618,2727618,11935374,1,1:2727618-,1,0,0,0,yes
IOTPpurchase-PT-C05M04P03D02_LTLS_8_T_,tgba,95890,95890,354812,1,1:95890-,1,0,0,0,yes
IOTPpurchase-PT-C05M04P03D02_LTLS_9_T_,tgba,161672,161672,615662,1,1:161672-,1,0,0,0,yes
IOTPpurchase-PT-C12M10P15D17_LTLS_0_T_,tgba,8630895,8630895,39338364,1,1:8630895-,1,0,0,0,yes
IOTPpurchase-PT-C12M10P15D17_LTLS_14_T_,tgba,8525,8525,19470,1,1:8525-,1,0,0,0,yes
IOTPpurchase-PT-C12M10P15D17_LTLS_15_T_,tgba,552981,552981,2018159,1,1:552981-,1,0,0,0,yes
IOTPpurchase-PT-C12M10P15D17_LTLS_4_T_,tgba,749177,749177,3181035,1,1:749177-,1,0,0,0,yes
IOTPpurchase-PT-C12M10P15D17_LTLS_5_T_,tgba,4318314,4318314,20807215,1,1:4318314-,1,0,0,0,yes
IOTPpurchase-PT-C12M10P15D17_LTLS_9_T_,tgba,66924,66924,199199,1,1:66924-,1,0,0,0,yes
LamportFastMutEx-PT-3_LTLC_5_T_,tgba,9,19742,58272,4,19734:1-1:8-,19734,19734,19734,0,yes
Peterson-PT-2_LTLC_1_T_,tgba,3593,20754,62262,2,2142:1-2112:1-529:1-28:42-16:12-11:92-8:46-7:838-4:1599-1:961-,2142,4254,0,0,yes
Philosophers-PT-000010_LTLC_4_T_,tgba,3,59049,459272,2,59047:1-1:2-,59047,59047,59047,0,yes
ResAllocation-PT-R015C002_LTLC_3_T_,tgba,32768,32768,81920,2,1:32768-,1,0,0,0,yes
ResAllocation-PT-R020C002_LTLC_4_T_,tgba,1048576,1048576,3276800,1,1:1048576-,1,0,0,0,yes
RwMutex-PT-r0020w0010_LTLC_3_T_,tgba,1,1048586,20971540,1,1048586:1-1:0-,1048586,1048586,1048586,1048586,yes
S_CircularTrains-PT-024_LTLC_15_T_,tgba,27855,27855,95558,1,1:27855-,1,0,0,0,yes
S_CircularTrains-PT-024_LTLF_11_T_,tgba,35739,35739,141540,4,1:35739-,1,0,0,0,yes
S_CircularTrains-PT-024_LTLF_12_T_,tgba,86515,173029,1048989,2,86515:1-1:86514-,86515,86515,86515,0,yes
S_CircularTrains-PT-024_LTLF_14_T_,tgba,35739,35739,141540,1,1:35739-,1,0,0,0,yes
S_CircularTrains-PT-024_LTLF_1_T_,tgba,82526,169040,1094423,2,86515:1-1:82525-,86515,86515,86515,0,yes
S_CircularTrains-PT-024_LTLF_3_T_,tgba,67582,67582,244606,3,1:67582-,1,0,0,0,yes
S_CircularTrains-PT-024_LTLF_5_T_,tgba,160456,160456,709109,5,1:160456-,1,0,0,0,yes
S_CircularTrains-PT-024_LTLF_6_T_,tgba,86515,173029,1048989,2,86515:1-1:86514-,86515,86515,86515,0,yes
S_CircularTrains-PT-024_LTLF_7_T_,tgba,86515,173029,1048989,2,86515:1-1:86514-,86515,86515,86515,0,yes
S_CircularTrains-PT-024_LTLF_8_T_,tgba,82526,169040,1094423,2,86515:1-1:82525-,86515,86515,86515,0,yes
S_CircularTrains-PT-024_LTLS_0_T_,tgba,35739,35739,141540,1,1:35739-,1,0,0,0,yes
S_CircularTrains-PT-024_LTLS_10_T_,tgba,18570,18570,47779,1,1:18570-,1,0,0,0,yes
S_CircularTrains-PT-024_LTLS_11_T_,tgba,18570,18570,47779,1,1:18570-,1,0,0,0,yes
S_CircularTrains-PT-024_LTLS_12_T_,tgba,18570,18570,47779,1,1:18570-,1,0,0,0,yes
S_CircularTrains-PT-024_LTLS_13_T_,tgba,18570,18570,47779,1,1:18570-,1,0,0,0,yes
S_CircularTrains-PT-024_LTLS_14_T_,tgba,35739,35739,141540,1,1:35739-,1,0,0,0,yes
S_CircularTrains-PT-024_LTLS_15_T_,tgba,35739,35739,141540,1,1:35739-,1,0,0,0,yes
S_CircularTrains-PT-024_LTLS_1_T_,tgba,35739,35739,141540,1,1:35739-,1,0,0,0,yes
S_CircularTrains-PT-024_LTLS_2_T_,tgba,18570,18570,47779,1,1:18570-,1,0,0,0,yes
S_CircularTrains-PT-024_LTLS_3_T_,tgba,18570,18570,47779,1,1:18570-,1,0,0,0,yes
S_CircularTrains-PT-024_LTLS_4_T_,tgba,35739,35739,141540,1,1:35739-,1,0,0,0,yes
S_CircularTrains-PT-024_LTLS_5_T_,tgba,35739,35739,141540,1,1:35739-,1,0,0,0,yes
S_CircularTrains-PT-024_LTLS_6_T_,tgba,35739,35739,141540,1,1:35739-,1,0,0,0,yes
S_CircularTrains-PT-024_LTLS_7_T_,tgba,18570,18570,47779,1,1:18570-,1,0,0,0,yes
S_CircularTrains-PT-024_LTLS_8_T_,tgba,35739,35739,141540,1,1:35739-,1,0,0,0,yes
S_CircularTrains-PT-024_LTLS_9_T_,tgba,35739,35739,141540,1,1:35739-,1,0,0,0,yes
S_CSRepetitions-PT-04_LTLF_15_T_,tgba,589824,589824,1048576,2,1:589824-,1,0,0,0,yes
S_CSRepetitions-PT-04_LTLS_10_T_,tgba,589824,589824,1048576,1,1:589824-,1,0,0,0,yes
S_CSRepetitions-PT-04_LTLS_15_T_,tgba,589824,589824,1048576,1,1:589824-,1,0,0,0,yes
S_CSRepetitions-PT-04_LTLS_1_T_,tgba,589824,589824,1048576,1,1:589824-,1,0,0,0,yes
S_CSRepetitions-PT-04_LTLS_6_T_,tgba,589824,589824,1048576,1,1:589824-,1,0,0,0,yes
S_HouseConstruction-PT-005_LTLC_14_T_,tgba,1752399,1752399,11031623,2,1:1752399-,1,0,0,0,yes
S_HouseConstruction-PT-005_LTLC_6_T_,tgba,1594961,1594961,9520057,2,1:1594961-,1,0,0,0,yes
S_HouseConstruction-PT-005_LTLF_11_T_,tgba,655518,655518,3020580,2,1:655518-,1,0,0,0,yes
S_HouseConstruction-PT-005_LTLF_14_T_,tgba,298989,298989,1074051,2,1:298989-,1,0,0,0,yes
S_HouseConstruction-PT-005_LTLF_2_T_,tgba,996628,996628,5320110,1,1:996628-,1,0,0,0,yes
S_HouseConstruction-PT-005_LTLS_11_T_,tgba,33530,33530,86772,1,1:33530-,1,0,0,0,yes
S_HouseConstruction-PT-005_LTLS_12_T_,tgba,49842,49842,167910,1,1:49842-,1,0,0,0,yes
S_HouseConstruction-PT-005_LTLS_13_T_,tgba,655518,655518,3020580,1,1:655518-,1,0,0,0,yes
S_HouseConstruction-PT-005_LTLS_14_T_,tgba,996628,996628,5320110,1,1:996628-,1,0,0,0,yes
S_HouseConstruction-PT-005_LTLS_15_T_,tgba,33530,33530,86772,1,1:33530-,1,0,0,0,yes
S_HouseConstruction-PT-005_LTLS_1_T_,tgba,655518,655518,3020580,1,1:655518-,1,0,0,0,yes
S_HouseConstruction-PT-005_LTLS_4_T_,tgba,91897,91897,334900,1,1:91897-,1,0,0,0,yes
S_HouseConstruction-PT-005_LTLS_5_T_,tgba,996628,996628,5320110,1,1:996628-,1,0,0,0,yes
S_HouseConstruction-PT-005_LTLS_6_T_,tgba,358228,358228,1310710,1,1:358228-,1,0,0,0,yes
S_HouseConstruction-PT-005_LTLS_7_T_,tgba,298989,298989,1074051,1,1:298989-,1,0,0,0,yes
S_HouseConstruction-PT-005_LTLS_8_T_,tgba,133548,133548,427190,1,1:133548-,1,0,0,0,yes
S_HouseConstruction-PT-005_LTLS_9_T_,tgba,133548,133548,427190,1,1:133548-,1,0,0,0,yes
S_HouseConstruction-PT-010_LTLF_11_T_,tgba,626483,626483,2065635,1,1:626483-,1,0,0,0,yes
S_HouseConstruction-PT-010_LTLF_13_T_,tgba,626483,626483,2065635,4,1:626483-,1,0,0,0,yes
S_HouseConstruction-PT-010_LTLF_6_T_,tgba,22172488,22172488,102079900,1,1:22172488-,1,0,0,0,yes
S_HouseConstruction-PT-010_LTLF_9_T_,tgba,22172488,22172488,102079900,2,1:22172488-,1,0,0,0,yes
S_HouseConstruction-PT-010_LTLS_0_T_,tgba,6085611,6085611,22231735,1,1:6085611-,1,0,0,0,yes
S_HouseConstruction-PT-010_LTLS_11_T_,tgba,6085611,6085611,22231735,1,1:6085611-,1,0,0,0,yes
S_HouseConstruction-PT-010_LTLS_12_T_,tgba,2571998,2571998,9772620,1,1:2571998-,1,0,0,0,yes
