model,buchi,sccs,allstates,alltrans,buchisize,scclist,largest_scc,scc1k,scc10k,scc100k,persistence
at.3_F_01,tgba,1,1797836,6848167,2,1797836:1-1:0-,1797836,1797836,1797836,1797836,no
at.3_F_02,tgba,315611,2925915,10433415,2,1711620:1-891397:1-48:1-24:51-8:867-1:314690-,1711620,2603017,2603017,2603017,yes
at.3_F_05,tgba,1,1711620,6236132,1,1711620:1-1:0-,1711620,1711620,1711620,1711620,no
at.3_F_06,tgba,1279889,2991508,14204584,2,1711620:1-1:1279888-,1711620,1711620,1711620,1711620,yes
at.3_T_03,tgba,1,1711620,6075360,1,1711620:1-1:0-,1711620,1711620,1711620,1711620,no
at.3_T_04,tgba,611818,3309985,17130417,2,1711620:1-891397:1-50328:1-48:4-24:258-8:5529-1:606024-,1711620,2653345,2653345,2603017,yes
at.4_F_01,tgba,1,6981934,27363283,2,6981934:1-1:0-,6981934,6981934,6981934,6981934,no
at.4_F_02,tgba,968338,11988143,47534718,2,6597245:1-4422562:1-1:968336-,6597245,11019807,11019807,11019807,yes
at.4_F_05,tgba,1,6597245,25470140,1,6597245:1-1:0-,6597245,6597245,6597245,6597245,no
at.4_F_06,tgba,6406126,13003370,70105485,2,6597245:1-1:6406125-,6597245,6597245,6597245,6597245,yes
at.4_T_03,tgba,1,6597245,25470140,1,6597245:1-1:0-,6597245,6597245,6597245,6597245,no
at.4_T_04,tgba,1678506,13156266,75149433,2,6597245:1-4422562:1-333208:1-80:2-48:92-24:1578-8:11996-1:1664835-,6597245,11353015,11353015,11353015,yes
at.5_F_01,tgba,1,33461741,132499507,2,33461741:1-1:0-,33461741,33461741,33461741,33461741,no
at.5_F_02,tgba,4725408,58764238,234503620,2,31999440:1-22039392:1-1:4725406-,31999440,54038832,54038832,54038832,yes
at.5_F_05,tgba,1,31999440,125231180,1,31999440:1-1:0-,31999440,31999440,31999440,31999440,no
at.5_F_06,tgba,26532748,63189264,355464424,2,31999440:1-3528713:1-168417:4-7929:6-371:4-18:1-8:57948-1:26474783-,31999440,36249395,36201821,36201821,yes
at.5_F_07,tgba,1,33461741,132499507,2,33461741:1-1:0-,33461741,33461741,33461741,33461741,no
at.5_F_08,tgba,4725408,58764238,234503620,2,31999440:1-22039392:1-1:4725406-,31999440,54038832,54038832,54038832,yes
at.5_F_11,tgba,1,31999440,125231180,1,31999440:1-1:0-,31999440,31999440,31999440,31999440,no
at.5_F_12,tgba,30987421,62986860,350407145,2,31999440:1-1:30987420-,31999440,31999440,31999440,31999440,yes
at.5_T_03,tgba,1,31999440,125231180,1,31999440:1-1:0-,31999440,31999440,31999440,31999440,no
at.5_T_04,tgba,8127606,63796476,370636261,2,31999440:1-22039392:1-1178112:1-80:3-48:192-24:4572-8:48216-1:8074620-,31999440,55216944,55216944,55216944,yes
at.5_T_09,tgba,1,31999440,125231180,1,31999440:1-1:0-,31999440,31999440,31999440,31999440,no
at.5_T_10,tgba,8127606,63796476,370636261,2,31999440:1-22039392:1-1178112:1-80:3-48:192-24:4572-8:48216-1:8074620-,31999440,55216944,55216944,55216944,yes
bakery.1_F_01,tgba,50,1623,2993,2,1556:1-10:2-1:47-,1556,1556,0,0,no
bakery.1_F_02,tgba,1301,2761,6837,2,1443:1-10:2-1:1298-,1443,1443,0,0,yes
bakery.1_F_05,tgba,46,1506,2701,1,1443:1-10:2-1:43-,1443,1443,0,0,no
bakery.1_F_06,tgba,1486,2946,7254,2,1443:1-10:2-1:1483-,1443,1443,0,0,yes
bakery.1_F_08,tgba,1437,2987,5664,2,1443:1-10:12-1:1424-,1443,1443,0,0,no
bakery.1_T_03,tgba,46,1506,2701,1,1443:1-10:2-1:43-,1443,1443,0,0,no
bakery.1_T_04,tgba,1437,2987,7751,2,1443:1-10:12-1:1424-,1443,1443,0,0,yes
bakery.1_T_07,tgba,181,1641,2937,2,1443:1-10:2-1:178-,1443,1443,0,0,no
bakery.1_T_09,tgba,46,1506,5043,1,1443:1-10:2-1:43-,1443,1443,0,0,no
bakery.2_F_01,tgba,50,1274,2482,2,1207:1-10:2-1:47-,1207,1207,0,0,no
bakery.2_F_02,tgba,803,2128,5245,2,1083:1-10:27-1:775-,1083,1083,0,0,yes
bakery.2_F_05,tgba,46,1146,2109,1,1083:1-10:2-1:43-,1083,1083,0,0,no
bakery.2_F_06,tgba,1140,2240,5410,2,1083:1-10:2-1:1137-,1083,1083,0,0,yes
bakery.2_F_07,tgba,188,1333,2441,2,1083:1-10:7-1:180-,1083,1083,0,0,no
bakery.2_F_08,tgba,888,2276,4250,2,1083:1-10:34-1:853-,1083,1083,0,0,no
bakery.2_F_09,tgba,46,1146,3791,1,1083:1-10:2-1:43-,1083,1083,0,0,no
bakery.2_T_03,tgba,46,1146,2089,1,1083:1-10:2-1:43-,1083,1083,0,0,no
bakery.2_T_04,tgba,888,2276,5841,2,1083:1-10:34-1:853-,1083,1083,0,0,yes
bakery.3_F_01,tgba,5489,35162,92434,2,26822:1-974:1-971:1-874:1-13:3-1:5482-,26822,26822,26822,0,no
bakery.3_F_02,tgba,31651,59447,215750,2,25071:1-971:1-911:1-811:1-13:3-1:31644-,25071,25071,25071,0,yes
bakery.3_F_05,tgba,5123,32919,85112,1,25071:1-971:1-911:1-811:1-13:3-1:5116-,25071,25071,25071,0,no
bakery.3_F_06,tgba,37739,65535,238715,2,25071:1-971:1-911:1-811:1-13:3-1:37732-,25071,25071,25071,0,yes
bakery.3_F_08,tgba,32995,65761,185879,2,25071:1-971:6-911:1-811:1-13:13-1:32973-,25071,25071,25071,0,no
bakery.3_T_03,tgba,5123,32919,85112,1,25071:1-971:1-911:1-811:1-13:3-1:5116-,25071,25071,25071,0,no
bakery.3_T_04,tgba,32995,65761,251409,2,25071:1-971:6-911:1-811:1-13:13-1:32973-,25071,25071,25071,0,yes
bakery.3_T_07,tgba,6432,34228,88451,2,25071:1-971:1-911:1-811:1-13:3-1:6425-,25071,25071,25071,0,no
bakery.3_T_09,tgba,5123,32919,239602,1,25071:1-971:1-911:1-811:1-13:3-1:5116-,25071,25071,25071,0,no
bakery.4_F_01,tgba,16458,171758,479002,2,149489:1-2006:1-1912:1-1861:1-13:3-1:16451-,149489,155268,149489,149489,no
bakery.4_F_02,tgba,107944,294879,1071313,2,136266:1-1861:1-1839:1-1745:1-1488:7-1115:7-742:7-369:7-107:7-13:1543-1:106362-,136266,159932,136266,136266,yes
bakery.4_F_05,tgba,15260,157003,418514,1,136266:1-1861:1-1839:1-1745:1-13:3-1:15253-,136266,141711,136266,136266,no
bakery.4_F_06,tgba,169039,310782,1073364,2,136266:1-1861:1-1839:1-1745:1-13:3-1:169032-,136266,141711,136266,136266,yes
bakery.4_F_07,tgba,28809,177008,466890,2,136266:1-1861:1-1839:1-1745:1-1488:1-1115:1-742:1-369:1-107:1-13:223-1:28577-,136266,144314,136266,136266,no
bakery.4_F_08,tgba,113673,313796,849106,2,136266:1-1861:8-1839:1-1745:1-1488:7-1115:7-742:7-369:7-107:7-13:1557-1:112070-,136266,172959,136266,136266,no
bakery.4_F_09,tgba,15260,157003,1076723,1,136266:1-1861:1-1839:1-1745:1-13:3-1:15253-,136266,141711,136266,136266,no
bakery.4_T_03,tgba,15260,157003,411985,1,136266:1-1861:1-1839:1-1745:1-13:3-1:15253-,136266,141711,136266,136266,no
bakery.4_T_04,tgba,113673,313796,1179276,2,136266:1-1861:8-1839:1-1745:1-1488:7-1115:7-742:7-369:7-107:7-13:1557-1:112070-,136266,172959,136266,136266,yes
bakery.5_F_01,tgba,1053961,8234824,28458998,2,6577554:1-172587:1-157086:1-135237:1-121829:1-3043:1-2906:1-2904:1-2681:1-2631:1-2356:1-16:4-1:1053946-,6577554,7180814,7164293,7164293,no
bakery.5_F_02,tgba,7138251,14004580,67850530,2,6283955:1-172587:1-149636:1-128443:1-115561:1-3043:1-2904:1-2765:1-2681:1-2490:1-2215:1-16:4-1:7138236-,6283955,6866280,6850182,6850182,yes
bakery.5_F_05,tgba,1000072,7866401,27019639,1,6283955:1-172587:1-149636:1-128443:1-115561:1-3043:1-2904:1-2765:1-2681:1-2490:1-2215:1-16:4-1:1000057-,6283955,6866280,6850182,6850182,no
bakery.5_F_06,tgba,8848756,15715085,77088467,2,6283955:1-172587:1-149636:1-128443:1-115561:1-3043:1-2904:1-2765:1-2681:1-2490:1-2215:1-16:4-1:8848741-,6283955,6866280,6850182,6850182,yes
bakery.5_F_08,tgba,7412659,15729036,60197545,2,6283955:1-172587:9-149636:1-128443:1-115561:1-3043:9-2904:9-2765:1-2681:9-2490:1-2215:1-16:28-1:7412588-,6283955,8316000,8230878,8230878,no
bakery.5_T_03,tgba,1000072,7866401,27019639,1,6283955:1-172587:1-149636:1-128443:1-115561:1-3043:1-2904:1-2765:1-2681:1-2490:1-2215:1-16:4-1:1000057-,6283955,6866280,6850182,6850182,no
bakery.5_T_04,tgba,7412659,15729036,80631925,2,6283955:1-172587:9-149636:1-128443:1-115561:1-3043:9-2904:9-2765:1-2681:9-2490:1-2215:1-16:28-1:7412588-,6283955,8316000,8230878,8230878,yes
bakery.5_T_07,tgba,1116444,7982773,27409815,2,6283955:1-172587:1-149636:1-128443:1-115561:1-3043:1-2904:1-2765:1-2681:1-2490:1-2215:1-16:4-1:1116429-,6283955,6866280,6850182,6850182,no
bakery.5_T_09,tgba,1000072,7866401,102226606,1,6283955:1-172587:1-149636:1-128443:1-115561:1-3043:1-2904:1-2765:1-2681:1-2490:1-2215:1-16:4-1:1000057-,6283955,6866280,6850182,6850182,no
bakery.6_F_01,tgba,2812143,12761817,45602100,2,9269223:1-174642:1-167404:1-164925:1-159788:1-2412:1-2313:1-2263:1-2252:1-2214:1-2189:1-16:4-1:2812128-,9269223,9949625,9935982,9935982,no
bakery.6_F_02,tgba,9841969,22304571,107019057,2,8567257:1-164925:1-161650:1-154614:1-147198:1-90351:9-40011:9-11380:9-2263:1-2252:1-2241:1-2189:1-2142:1-2043:1-1693:36-1686:36-1643:36-1123:135-1120:135-1097:135-1031:9-554:234-553:234-551:234-164:333-154:333-148:333-16:53086-1:9786622-,8567257,11125423,10471322,9195644,yes
bakery.6_F_05,tgba,2636212,11845035,41050916,1,8567257:1-164925:1-161650:1-154614:1-147198:1-2263:1-2252:1-2241:1-2189:1-2142:1-2043:1-16:4-1:2636197-,8567257,9208774,9195644,9195644,no
bakery.6_F_06,tgba,14298061,23506884,106540621,2,8567257:1-164925:1-161650:1-154614:1-147198:1-2263:1-2252:1-2241:1-2189:1-2142:1-2043:1-16:4-1:14298046-,8567257,9208774,9195644,9195644,yes
bakery.6_F_07,tgba,3387896,12958250,44358046,2,8567257:1-164925:1-161650:1-154614:1-147198:1-90351:1-40011:1-11380:1-2263:1-2252:1-2241:1-2189:1-2142:1-2043:1-1693:4-1686:4-1643:4-1123:15-1120:15-1097:15-1031:1-554:26-553:26-551:26-164:37-154:37-148:37-16:5902-1:3381733-,8567257,9421735,9337386,9195644,no
bakery.6_F_08,tgba,10194921,23687543,83906365,2,8567257:1-164925:7-161650:1-154614:1-147198:1-90351:9-40011:9-11380:9-2263:7-2252:7-2241:1-2189:7-2142:1-2043:1-1693:36-1686:36-1643:36-1123:135-1120:135-1097:135-1031:9-554:234-553:234-551:234-164:333-154:333-148:333-16:53104-1:10139532-,8567257,12155197,11460872,10185194,no
bakery.6_F_09,tgba,2636212,11845035,139748577,1,8567257:1-164925:1-161650:1-154614:1-147198:1-2263:1-2252:1-2241:1-2189:1-2142:1-2043:1-16:4-1:2636197-,8567257,9208774,9195644,9195644,no
bakery.6_T_03,tgba,2636212,11845035,40403028,1,8567257:1-164925:1-161650:1-154614:1-147198:1-2263:1-2252:1-2241:1-2189:1-2142:1-2043:1-16:4-1:2636197-,8567257,9208774,9195644,9195644,no
bakery.6_T_04,tgba,10194921,23687543,117227940,2,8567257:1-164925:7-161650:1-154614:1-147198:1-90351:9-40011:9-11380:9-2263:7-2252:7-2241:1-2189:7-2142:1-2043:1-1693:36-1686:36-1643:36-1123:135-1120:135-1097:135-1031:9-554:234-553:234-551:234-164:333-154:333-148:333-16:53104-1:10139532-,8567257,12155197,11460872,10185194,yes
bakery.7_F_01,tgba,1994986,30284702,105593365,2,26778302:1-430642:1-394926:1-344502:1-311039:1-5593:1-5334:1-5321:1-4911:1-4806:1-4291:1-16:4-1:1994971-,26778302,28289667,28259411,28259411,no
bakery.7_F_02,tgba,23954629,51104603,248446752,2,25686895:1-430642:1-377776:1-328693:1-296401:1-5593:1-5334:1-5075:1-4911:1-4560:1-4045:1-16:4-1:23954614-,25686895,27149925,27120407,27120407,yes
bakery.7_F_05,tgba,1897497,29047471,100694059,1,25686895:1-430642:1-377776:1-328693:1-296401:1-5593:1-5334:1-5075:1-4911:1-4560:1-4045:1-16:4-1:1897482-,25686895,27149925,27120407,27120407,no
bakery.7_F_06,tgba,30858816,58008790,286443887,2,25686895:1-430642:1-377776:1-328693:1-296401:1-5593:1-5334:1-5075:1-4911:1-4560:1-4045:1-16:4-1:30858801-,25686895,27149925,27120407,27120407,yes
bakery.7_F_08,tgba,25121669,58076416,226512025,2,25686895:1-430642:14-377776:1-328693:1-296401:1-5593:14-5334:14-5075:1-4911:14-4560:1-4045:1-16:43-1:25121563-,25686895,32954165,32718753,32718753,no
bakery.7_T_03,tgba,1897497,29047471,100694059,1,25686895:1-430642:1-377776:1-328693:1-296401:1-5593:1-5334:1-5075:1-4911:1-4560:1-4045:1-16:4-1:1897482-,25686895,27149925,27120407,27120407,no
bakery.7_T_04,tgba,25121669,58076416,300460875,2,25686895:1-430642:14-377776:1-328693:1-296401:1-5593:14-5334:14-5075:1-4911:14-4560:1-4045:1-16:43-1:25121563-,25686895,32954165,32718753,32718753,yes
bakery.7_T_07,tgba,2325994,29475968,102138285,2,25686895:1-430642:1-377776:1-328693:1-296401:1-5593:1-5334:1-5075:1-4911:1-4560:1-4045:1-16:4-1:2325979-,25686895,27149925,27120407,27120407,no
bakery.7_T_09,tgba,1897497,29047471,379826941,1,25686895:1-430642:1-377776:1-328693:1-296401:1-5593:1-5334:1-5075:1-4911:1-4560:1-4045:1-16:4-1:1897482-,25686895,27149925,27120407,27120407,no
bopdp.1_F_05,tgba,12092,12642,24706,2,23:25-1:12067-,23,0,0,0,yes
bopdp.1_F_07,tgba,18716,19640,37094,2,23:42-1:18674-,23,0,0,0,yes
bopdp.1_T_06,tgba,12092,12642,24706,3,23:25-1:12067-,23,0,0,0,yes
bopdp.1_T_08,tgba,18716,19640,37094,3,23:42-1:18674-,23,0,0,0,yes
bopdp.2_F_05,tgba,50,25685,73942,2,25625:1-12:1-1:48-,25625,25625,25625,0,yes
bopdp.2_F_07,tgba,50,47586,135288,2,47526:1-12:1-1:48-,47526,47526,47526,0,yes
bopdp.2_T_06,tgba,50,25685,73942,3,25625:1-12:1-1:48-,25625,25625,25625,0,yes
bopdp.2_T_08,tgba,50,47586,135288,3,47526:1-12:1-1:48-,47526,47526,47526,0,yes
bopdp.3_F_05,tgba,1023793,1040953,2788311,2,23:780-1:1023013-,23,0,0,0,yes
bopdp.3_F_07,tgba,1906471,1940439,5125188,2,23:1544-1:1904927-,23,0,0,0,yes
bopdp.3_T_06,tgba,1023793,1040953,2788311,3,23:780-1:1023013-,23,0,0,0,yes
bopdp.3_T_08,tgba,1906471,1940439,5125188,3,23:1544-1:1904927-,23,0,0,0,yes
brp.1_F_01,tgba,2938,19426,37849,2,16164:1-14:25-1:2912-,16164,16164,16164,0,no
brp.1_F_02,tgba,18923,34971,94852,2,15724:1-14:25-1:18897-,15724,15724,15724,0,yes
brp.1_F_03,tgba,2880,19088,37769,2,15884:1-14:25-1:2854-,15884,15884,15884,0,no
brp.1_F_04,tgba,11640,36125,97502,2,15724:1-2860:1-2188:1-1512:1-776:1-14:110-1:11525-,15724,22284,15724,0,yes
brp.2_F_01,tgba,12320,30292,63068,2,16698:1-18:75-1:12244-,16698,16698,16698,0,no
brp.2_F_02,tgba,37975,55603,161691,2,16354:1-18:75-1:37899-,16354,16354,16354,0,yes
brp.2_F_03,tgba,11560,29332,59654,2,16498:1-18:75-1:11484-,16498,16498,16498,0,no
brp.2_F_04,tgba,33734,57253,166485,2,16354:1-2172:1-1120:1-18:228-1:33503-,16354,19646,16354,0,yes
brp.3_F_01,tgba,238480,1015425,2137648,2,758856:1-28:670-1:237809-,758856,758856,758856,758856,no
brp.3_F_02,tgba,1172444,1943869,5905544,2,753336:1-28:670-1:1171773-,753336,753336,753336,753336,yes
brp.3_F_03,tgba,225202,997507,2073658,2,754216:1-28:670-1:224531-,754216,754216,754216,754216,no
brp.3_F_04,tgba,1072547,1972553,5994324,2,753336:1-15880:1-14158:1-12436:1-10714:1-8992:1-7270:1-5548:1-3822:1-1980:1-28:2440-1:1070097-,753336,834136,806524,753336,yes
brp.4_F_01,tgba,1789200,12198885,25717158,2,10290306:1-48:2540-1:1786659-,10290306,10290306,10290306,10290306,no
brp.4_F_02,tgba,13430684,23802889,73635884,2,10252826:1-48:2540-1:13428143-,10252826,10252826,10252826,10252826,yes
brp.4_F_03,tgba,1696242,12071807,25278288,2,10256186:1-48:2540-1:1693701-,10256186,10256186,10256186,10256186,no
brp.4_F_04,tgba,12649597,23982293,74217104,2,10252826:1-61900:1-58678:1-55456:1-52234:1-49012:1-45790:1-42568:1-39346:1-36124:1-32902:1-29680:1-26458:1-23236:1-20014:1-16792:1-13570:1-10348:1-7122:1-3700:1-48:9680-1:12639897-,10252826,10877756,10866934,10252826,yes
brp.5_F_01,tgba,2633560,17912705,37717278,2,15108966:1-68:2540-1:2631019-,15108966,15108966,15108966,15108966,no
brp.5_F_02,tgba,19807264,35046929,108643444,2,15069486:1-68:2540-1:19804723-,15069486,15069486,15069486,15069486,yes
brp.5_F_03,tgba,2500602,17745227,37187208,2,15074446:1-68:2540-1:2498061-,15074446,15074446,15074446,15074446,no
brp.5_F_04,tgba,18618757,35252333,109332664,2,15069486:1-90700:1-85978:1-81256:1-76534:1-71812:1-67090:1-62368:1-57646:1-52924:1-48202:1-43480:1-38758:1-34036:1-29314:1-24592:1-19870:1-15148:1-10422:1-5420:1-68:9680-1:18609057-,15069486,15985036,15979616,15069486,yes
brp.6_F_01,tgba,4580558,43081891,90934169,2,38204004:1-54:5610-1:4574947-,38204004,38204004,38204004,38204004,no
brp.6_F_02,tgba,46169788,84553381,263092767,2,38086264:1-54:5610-1:46164177-,38086264,38086264,38086264,38086264,yes
brp.6_F_03,tgba,4344520,42733873,89675579,2,38092024:1-54:5610-1:4338909-,38092024,38092024,38092024,38092024,no
brp.6_F_04,tgba,44204735,85061605,264738027,2,38086264:1-107260:1-103588:1-99916:1-96244:1-92572:1-88900:1-85228:1-81556:1-77884:1-74212:1-70540:1-66868:1-63196:1-59524:1-55852:1-52180:1-48508:1-44836:1-41164:1-37492:1-33820:1-30148:1-26476:1-22804:1-19132:1-15460:1-11788:1-8112:1-4216:1-54:21720-1:44182985-,38086264,39705740,39693412,38297112,yes
elevator.1_F_01,tgba,4,9408,20259,2,9405:1-1:3-,9405,9405,0,0,no
elevator.1_F_03,tgba,4,8943,21952,2,8940:1-1:3-,8940,8940,0,0,no
elevator.1_T_02,tgba,3869,12408,27375,2,8540:1-1:3868-,8540,8540,0,0,yes
elevator.1_T_04,tgba,2304,10843,22314,2,8540:1-1:2303-,8540,8540,0,0,yes
elevator.2_F_01,tgba,2,3141,6838,2,3140:1-1:1-,3140,3140,0,0,no
elevator.2_F_02,tgba,1262,4217,9326,2,2824:1-36:2-32:2-1:1257-,2824,2824,0,0,yes
elevator.2_F_03,tgba,2,2977,7200,2,2976:1-1:1-,2976,2976,0,0,no
elevator.2_T_04,tgba,742,3565,7550,2,2824:1-1:741-,2824,2824,0,0,yes
elevator.3_F_01,tgba,2,448291,1241889,2,448290:1-1:1-,448290,448290,448290,448290,no
elevator.3_F_02,tgba,149970,597117,1694955,2,416934:1-946:2-940:2-928:2-922:2-920:2-916:2-902:2-884:4-878:2-832:4-814:4-808:2-112:12-108:12-100:12-1:149903-,416934,416934,416934,416934,yes
elevator.3_F_03,tgba,2,428773,1524294,2,428772:1-1:1-,428772,428772,428772,428772,no
elevator.3_T_04,tgba,78530,495463,1374477,2,416934:1-1:78529-,416934,416934,416934,416934,yes
elevator.4_F_01,tgba,6,965765,2671896,2,965760:1-1:5-,965760,965760,965760,965760,no
elevator.4_F_03,tgba,6,933881,3470291,2,933876:1-1:5-,933876,933876,933876,933876,no
elevator.4_T_02,tgba,474226,1362273,4305557,2,888048:1-1:474225-,888048,888048,888048,888048,yes
elevator.4_T_04,tgba,118406,1006453,2756648,2,888048:1-1:118405-,888048,888048,888048,888048,yes
fischer.1_F_01,tgba,1,761,1739,2,761:1-1:0-,761,0,0,0,no
fischer.1_F_02,tgba,153,1263,3173,2,634:1-478:1-1:151-,634,0,0,0,yes
fischer.1_F_05,tgba,1,634,1395,1,634:1-1:0-,634,0,0,0,no
fischer.1_F_06,tgba,632,1265,4026,2,634:1-1:631-,634,0,0,0,yes
fischer.1_T_03,tgba,1,634,1395,1,634:1-1:0-,634,0,0,0,no
fischer.1_T_04,tgba,157,1267,4132,2,634:1-478:1-1:155-,634,0,0,0,yes
fischer.2_F_01,tgba,1,24735,84797,2,24735:1-1:0-,24735,24735,24735,0,no
fischer.2_F_02,tgba,1565,40852,149854,2,21733:1-17556:1-1:1563-,21733,39289,39289,0,yes
fischer.2_F_05,tgba,1,21733,72150,1,21733:1-1:0-,21733,21733,21733,0,no
fischer.2_F_06,tgba,14616,36348,153258,2,21733:1-1:14615-,21733,21733,21733,0,yes
fischer.2_T_03,tgba,1,21733,67590,1,21733:1-1:0-,21733,21733,21733,0,no
fischer.2_T_04,tgba,2133,41420,187971,2,21733:1-17556:1-1:2131-,21733,39289,39289,0,yes
fischer.3_F_01,tgba,1,3289999,15242637,2,3289999:1-1:0-,3289999,3289999,3289999,3289999,no
fischer.3_F_02,tgba,72701,5483544,27556672,2,2896705:1-2514140:1-1:72699-,2896705,5410845,5410845,5410845,yes
fischer.3_F_05,tgba,1,2896705,13816896,1,2896705:1-1:0-,2896705,2896705,2896705,2896705,no
