model,buchi,sccs,allstates,alltrans,buchisize,scclist,largest_scc,scc1k,scc10k,scc100k,persistence
adding.4_F_133,spotba,3798211,3798211,6515615,5,1:3798211-,1,0,0,0,no
adding.4_F_134,spotba,4563807,4563807,7891665,6,1:4563807-,1,0,0,0,no
adding.4_F_135,spotba,4461720,4461720,7329848,8,1:4461720-,1,0,0,0,no
adding.4_F_136,spotba,9774112,9774112,20020245,16,1:9774112-,1,0,0,0,no
adding.4_F_137,spotba,4017159,4017159,6688614,10,1:4017159-,1,0,0,0,no
adding.4_F_138,spotba,4016690,4016690,6687729,5,1:4016690-,1,0,0,0,no
adding.4_F_139,spotba,12041727,12041727,22412787,8,1:12041727-,1,0,0,0,no
adding.4_F_013,spotba,9773887,9773887,20019779,8,1:9773887-,1,0,0,0,no
adding.4_F_140,spotba,10523503,10523503,19741353,7,1:10523503-,1,0,0,0,no
adding.4_F_141,spotba,7387268,7387268,12371576,12,1:7387268-,1,0,0,0,no
adding.4_F_142,spotba,9095202,9095202,21267266,10,1:9095202-,1,0,0,0,no
adding.4_F_143,spotba,4830297,4830297,8795643,12,1:4830297-,1,0,0,0,no
adding.4_F_144,spotba,9773859,9773859,20019675,6,1:9773859-,1,0,0,0,no
adding.4_F_145,spotba,11052352,11052352,19761225,12,1:11052352-,1,0,0,0,no
adding.4_F_146,spotba,3798211,3798211,6515615,4,1:3798211-,1,0,0,0,no
adding.4_F_147,spotba,7387259,7387259,12371557,6,1:7387259-,1,0,0,0,no
adding.4_F_148,spotba,4262153,4262153,6727441,6,1:4262153-,1,0,0,0,no
adding.4_F_149,spotba,3798208,3798208,6515611,5,1:3798208-,1,0,0,0,no
adding.4_F_014,spotba,7169056,7169056,12200085,4,1:7169056-,1,0,0,0,no
adding.4_F_150,spotba,8361962,8361962,14407223,6,1:8361962-,1,0,0,0,no
adding.4_F_151,spotba,3798208,3798208,6515611,5,1:3798208-,1,0,0,0,no
adding.4_F_152,spotba,4016690,4016690,6687729,4,1:4016690-,1,0,0,0,no
adding.4_F_153,spotba,8627790,8627790,18315340,5,1:8627790-,1,0,0,0,no
adding.4_F_154,spotba,7387284,7387284,12371607,7,1:7387284-,1,0,0,0,no
adding.4_F_155,spotba,4830179,4830179,8795394,8,1:4830179-,1,0,0,0,no
adding.4_F_156,spotba,7168780,7168780,12199442,5,1:7168780-,1,0,0,0,no
adding.4_F_157,spotba,7168780,7168780,12199442,5,1:7168780-,1,0,0,0,no
adding.4_F_158,spotba,8293900,8293900,18356437,10,1:8293900-,1,0,0,0,no
adding.4_F_159,spotba,8362323,8362323,14407783,11,1:8362323-,1,0,0,0,no
adding.4_F_015,spotba,7387313,7387313,12371667,8,1:7387313-,1,0,0,0,no
adding.4_F_160,spotba,18851008,18851008,37230552,9,1:18851008-,1,0,0,0,no
adding.4_F_161,spotba,12159973,12159973,20922494,9,1:12159973-,1,0,0,0,no
adding.4_F_162,spotba,4336307,4336307,7409180,5,1:4336307-,1,0,0,0,no
adding.4_F_163,spotba,3798472,3798472,6515894,7,1:3798472-,1,0,0,0,no
adding.4_F_164,spotba,18340033,18340033,35871838,14,1:18340033-,1,0,0,0,no
adding.4_F_165,spotba,12553015,12553015,36248075,16,1:12553015-,1,0,0,0,no
adding.4_F_166,spotba,4016690,4016690,6687731,6,1:4016690-,1,0,0,0,no
adding.4_F_167,spotba,7169086,7169086,12200038,6,1:7169086-,1,0,0,0,no
adding.4_F_168,spotba,7141052,7141052,11902565,5,1:7141052-,1,0,0,0,no
adding.4_F_169,spotba,9847658,9847658,18570399,14,1:9847658-,1,0,0,0,no
adding.4_F_016,spotba,3915252,3915252,6689719,5,1:3915252-,1,0,0,0,no
adding.4_F_170,spotba,4991247,4991247,8904375,7,1:4991247-,1,0,0,0,no
adding.4_F_171,spotba,7172285,7172285,12206211,6,1:7172285-,1,0,0,0,no
adding.4_F_172,spotba,8361819,8361819,14406936,10,1:8361819-,1,0,0,0,no
adding.4_F_173,spotba,9944914,9944914,19091135,7,1:9944914-,1,0,0,0,no
adding.4_F_174,spotba,8846203,8846203,15482069,10,1:8846203-,1,0,0,0,no
adding.4_F_175,spotba,3798472,3798472,6515894,4,1:3798472-,1,0,0,0,no
adding.4_F_176,spotba,9773869,9773869,20019725,6,1:9773869-,1,0,0,0,no
adding.4_F_177,spotba,8627788,8627788,15310083,6,1:8627788-,1,0,0,0,no
adding.4_F_178,spotba,7171424,7171424,12204501,7,1:7171424-,1,0,0,0,no
adding.4_F_179,spotba,3370734,3370734,8038956,3,1:3370734-,1,0,0,0,no
adding.4_F_017,spotba,3618389,3618389,7585921,4,1:3618389-,1,0,0,0,no
adding.4_F_180,spotba,8361827,8361827,14406954,8,1:8361827-,1,0,0,0,no
adding.4_F_181,spotba,4016951,4016951,6688008,4,1:4016951-,1,0,0,0,no
adding.4_F_182,spotba,4829947,4829947,8794857,8,1:4829947-,1,0,0,0,no
adding.4_F_183,spotba,4016951,4016951,6688008,4,1:4016951-,1,0,0,0,no
adding.4_F_184,spotba,16644372,16644372,32178169,16,1:16644372-,1,0,0,0,no
adding.4_F_185,spotba,4680355,4680355,7299734,5,1:4680355-,1,0,0,0,no
adding.4_F_186,spotba,10842086,10842086,20125140,10,1:10842086-,1,0,0,0,no
adding.4_F_187,spotba,16676384,16676384,35241717,7,1:16676384-,1,0,0,0,no
adding.4_F_188,spotba,4564282,4564282,7892394,6,1:4564282-,1,0,0,0,no
adding.4_F_189,spotba,4564279,4564279,7892390,7,1:4564279-,1,0,0,0,no
adding.4_F_018,spotba,3370680,3370680,5683994,4,1:3370680-,1,0,0,0,no
adding.4_F_190,spotba,8361863,8361863,14407006,12,1:8361863-,1,0,0,0,no
adding.4_F_191,spotba,10757910,10757910,24496189,6,1:10757910-,1,0,0,0,no
adding.4_F_192,spotba,4677296,4677296,7791970,8,1:4677296-,1,0,0,0,yes
adding.4_F_193,spotba,5323814,5323814,11756293,9,1:5323814-,1,0,0,0,no
adding.4_F_194,spotba,4016949,4016949,6688006,5,1:4016949-,1,0,0,0,no
adding.4_F_195,spotba,3798472,3798472,6515894,4,1:3798472-,1,0,0,0,no
adding.4_F_196,spotba,7564053,7564053,15124815,5,1:7564053-,1,0,0,0,no
adding.4_F_197,spotba,12398061,12398061,20816781,11,1:12398061-,1,0,0,0,no
adding.4_F_198,spotba,4676929,4676929,7791531,6,1:4676929-,1,0,0,0,no
adding.4_F_199,spotba,3798472,3798472,6515894,3,1:3798472-,1,0,0,0,no
adding.4_F_019,spotba,7653518,7653518,13178169,16,1:7653518-,1,0,0,0,no
adding.4_F_001,spotba,9944914,9944914,19091135,9,1:9944914-,1,0,0,0,no
adding.4_F_200,spotba,3798155,3798155,7323739,2,1:3798155-,1,0,0,0,no
adding.4_F_201,spotba,4449228,4449228,8126785,5,1:4449228-,1,0,0,0,no
adding.4_F_202,spotba,8846657,8846657,15482695,19,1:8846657-,1,0,0,0,no
adding.4_F_203,spotba,4016690,4016690,6687782,9,1:4016690-,1,0,0,0,no
adding.4_F_204,spotba,4564255,4564255,7892252,6,1:4564255-,1,0,0,0,no
adding.4_F_205,spotba,10383598,10383598,17571886,8,1:10383598-,1,0,0,0,no
adding.4_F_206,spotba,8200285,8200285,14478464,7,1:8200285-,1,0,0,0,no
adding.4_F_207,spotba,5895489,5895489,10047173,9,1:5895489-,1,0,0,0,no
adding.4_F_208,spotba,6763164,6763164,11306350,4,1:6763164-,1,0,0,0,no
adding.4_F_209,spotba,8361827,8361827,14406956,8,1:8361827-,1,0,0,0,no
adding.4_F_020,spotba,13482682,13482682,22735911,12,1:13482682-,1,0,0,0,no
adding.4_F_210,spotba,4829703,4829703,8794629,6,1:4829703-,1,0,0,0,no
adding.4_F_211,spotba,4564255,4564255,7892252,10,1:4564255-,1,0,0,0,no
adding.4_F_212,spotba,7388108,7388108,15091453,8,1:7388108-,1,0,0,0,no
adding.4_F_021,spotba,4564255,4564255,7892252,10,1:4564255-,1,0,0,0,no
adding.4_F_022,spotba,3370734,3370734,5684051,7,1:3370734-,1,0,0,0,no
adding.4_F_023,spotba,3798472,3798472,6515894,3,1:3798472-,1,0,0,0,no
adding.4_F_024,spotba,4890383,4890383,12978260,5,1:4890383-,1,0,0,0,no
adding.4_F_025,spotba,7168821,7168821,12199435,15,1:7168821-,1,0,0,0,no
adding.4_F_026,spotba,7168810,7168810,12199501,5,1:7168810-,1,0,0,0,no
adding.4_F_027,spotba,5919918,5919918,10708369,17,1:5919918-,1,0,0,0,no
adding.4_F_028,spotba,9543542,9543542,18102792,9,1:9543542-,1,0,0,0,no
adding.4_F_029,spotba,4829947,4829947,8794857,6,1:4829947-,1,0,0,0,no
adding.4_F_002,spotba,8933504,8933504,20910531,8,1:8933504-,1,0,0,0,no
adding.4_F_030,spotba,8846203,8846203,16881398,7,1:8846203-,1,0,0,0,no
adding.4_F_031,spotba,17479501,17479501,35538599,18,1:17479501-,1,0,0,0,no
adding.4_F_032,spotba,4016949,4016949,6688006,5,1:4016949-,1,0,0,0,no
adding.4_F_033,spotba,4830068,4830068,8795098,9,1:4830068-,1,0,0,0,no
adding.4_F_034,spotba,3372109,3372109,5685675,6,1:3372109-,1,0,0,0,no
adding.4_F_035,spotba,17138579,17138579,35270738,12,1:17138579-,1,0,0,0,no
adding.4_F_036,spotba,3798234,3798234,6515695,4,1:3798234-,1,0,0,0,no
adding.4_F_037,spotba,3798234,3798234,6515695,4,1:3798234-,1,0,0,0,no
adding.4_F_038,spotba,7623831,7623831,12894454,6,1:7623831-,1,0,0,0,no
adding.4_F_039,spotba,13124991,13124991,27091140,21,1:13124991-,1,0,0,0,no
adding.4_F_003,spotba,8361819,8361819,14406936,10,1:8361819-,1,0,0,0,no
adding.4_F_040,spotba,9647257,9647257,16960862,7,1:9647257-,1,0,0,0,no
adding.4_F_041,spotba,4828158,4828158,8985778,5,1:4828158-,1,0,0,0,no
adding.4_F_042,spotba,8843506,8843506,16768126,7,1:8843506-,1,0,0,0,no
adding.4_F_043,spotba,4829712,4829712,8794630,6,1:4829712-,1,0,0,0,no
adding.4_F_044,spotba,8361827,8361827,14406954,6,1:8361827-,1,0,0,0,no
adding.4_F_045,spotba,4894230,4894230,7995714,5,1:4894230-,1,0,0,0,no
adding.4_F_046,spotba,4829945,4829945,11939342,6,1:4829945-,1,0,0,0,no
adding.4_F_047,spotba,10042595,10042595,30250737,6,1:10042595-,1,0,0,0,no
adding.4_F_048,spotba,22168094,22168094,45345360,8,1:22168094-,1,0,0,0,no
adding.4_F_049,spotba,8846211,8846211,15482086,13,1:8846211-,1,0,0,0,no
adding.4_F_004,spotba,13578771,13578771,23048219,14,1:13578771-,1,0,0,0,no
adding.4_F_050,spotba,9945234,9945234,19091842,11,1:9945234-,1,0,0,0,no
adding.4_F_051,spotba,3798155,3798155,7323739,5,1:3798155-,1,0,0,0,no
adding.4_F_052,spotba,3798472,3798472,6515894,4,1:3798472-,1,0,0,0,no
adding.4_F_053,spotba,10526293,10526293,18448294,7,1:10526293-,1,0,0,0,no
adding.4_F_054,spotba,7387617,7387617,12372308,5,1:7387617-,1,0,0,0,no
adding.4_F_055,spotba,3798666,3798666,6516471,8,1:3798666-,1,0,0,0,no
adding.4_F_056,spotba,7382778,7382778,12355715,11,1:7382778-,1,0,0,0,no
adding.4_F_057,spotba,4016951,4016951,6688008,5,1:4016951-,1,0,0,0,no
adding.4_F_058,spotba,13922437,13922437,27322296,6,1:13922437-,1,0,0,0,no
adding.4_F_059,spotba,4017152,4017152,6881268,8,1:4017152-,1,0,0,0,no
adding.4_F_005,spotba,4563781,4563781,7891561,6,1:4563781-,1,0,0,0,no
adding.4_F_060,spotba,4017157,4017157,6881278,5,1:4017157-,1,0,0,0,no
adding.4_F_061,spotba,9852728,9852728,19643229,7,1:9852728-,1,0,0,0,no
adding.4_F_062,spotba,7168836,7168836,12199554,6,1:7168836-,1,0,0,0,no
adding.4_F_063,spotba,4580554,4580554,11368667,7,1:4580554-,1,0,0,0,no
adding.4_F_064,spotba,9273815,9273815,16871030,9,1:9273815-,1,0,0,0,no
adding.4_F_065,spotba,4564907,4564907,7893511,8,1:4564907-,1,0,0,0,no
adding.4_F_066,spotba,9773859,9773859,20019675,7,1:9773859-,1,0,0,0,no
adding.4_F_067,spotba,3798211,3798211,6515615,4,1:3798211-,1,0,0,0,no
adding.4_F_068,spotba,3798211,3798211,6515615,4,1:3798211-,1,0,0,0,no
adding.4_F_069,spotba,9773859,9773859,20019675,7,1:9773859-,1,0,0,0,no
adding.4_F_006,spotba,4563797,4563797,8699843,9,1:4563797-,1,0,0,0,no
adding.4_F_070,spotba,12176306,12176306,22459616,9,1:12176306-,1,0,0,0,no
adding.4_F_071,spotba,3798252,3798252,6515696,4,1:3798252-,1,0,0,0,no
adding.4_F_072,spotba,4016951,4016951,6688008,4,1:4016951-,1,0,0,0,no
adding.4_F_073,spotba,4016951,4016951,6688008,5,1:4016951-,1,0,0,0,no
adding.4_F_074,spotba,7236597,7236597,14571462,9,1:7236597-,1,0,0,0,yes
adding.4_F_075,spotba,14675694,14675694,24943352,16,1:14675694-,1,0,0,0,no
adding.4_F_076,spotba,9944914,9944914,19091135,6,1:9944914-,1,0,0,0,no
adding.4_F_077,spotba,3798863,3798863,6516713,8,1:3798863-,1,0,0,0,no
adding.4_F_078,spotba,11881146,11881146,24976228,9,1:11881146-,1,0,0,0,no
adding.4_F_079,spotba,4253232,4253232,7210568,5,1:4253232-,1,0,0,0,no
adding.4_F_007,spotba,12171833,12171833,26164304,12,1:12171833-,1,0,0,0,no
adding.4_F_080,spotba,9609751,9609751,18312990,11,1:9609751-,1,0,0,0,no
adding.4_F_081,spotba,4830230,4830230,8795562,12,1:4830230-,1,0,0,0,no
adding.4_F_082,spotba,7387315,7387315,14726573,7,1:7387315-,1,0,0,0,no
adding.4_F_083,spotba,4830179,4830179,8795394,6,1:4830179-,1,0,0,0,no
adding.4_F_084,spotba,4894491,4894491,7995993,7,1:4894491-,1,0,0,0,no
adding.4_F_085,spotba,4676929,4676929,7791531,6,1:4676929-,1,0,0,0,no
adding.4_F_086,spotba,8361827,8361827,14406954,6,1:8361827-,1,0,0,0,no
adding.4_F_087,spotba,3799516,3799516,6517118,5,1:3799516-,1,0,0,0,no
adding.4_F_088,spotba,11970626,11970626,21058174,9,1:11970626-,1,0,0,0,no
adding.4_F_089,spotba,8849878,8849878,16778485,12,1:8849878-,1,0,0,0,no
adding.4_F_008,spotba,10169533,10169533,30621739,8,1:10169533-,1,0,0,0,no
adding.4_F_090,spotba,7168780,7168780,14779546,5,1:7168780-,1,0,0,0,no
adding.4_F_091,spotba,8361827,8361827,14406954,6,1:8361827-,1,0,0,0,no
adding.4_F_092,spotba,4016949,4016949,6688006,5,1:4016949-,1,0,0,0,no
adding.4_F_093,spotba,4016951,4016951,6688008,4,1:4016951-,1,0,0,0,no
adding.4_F_094,spotba,4016688,4016688,6687727,5,1:4016688-,1,0,0,0,no
adding.4_F_095,spotba,6801420,6801420,11689491,11,1:6801420-,1,0,0,0,no
adding.4_F_096,spotba,7458431,7458431,13568105,9,1:7458431-,1,0,0,0,no
adding.4_F_097,spotba,3370734,3370734,5684049,6,1:3370734-,1,0,0,0,no
adding.4_F_098,spotba,7387314,7387314,12371667,8,1:7387314-,1,0,0,0,no
adding.4_F_099,spotba,8669368,8669368,17502322,9,1:8669368-,1,0,0,0,no
adding.4_F_009,spotba,4829952,4829952,8794863,11,1:4829952-,1,0,0,0,yes
adding.4_T_100,spotba,4016636,4016636,6687674,2,1:4016636-,1,0,0,0,no
adding.4_T_101,spotba,4566853,4566853,7488405,5,1:4566853-,1,0,0,0,no
adding.4_T_102,spotba,5399923,5399923,15347066,5,1:5399923-,1,0,0,0,no
adding.4_T_103,spotba,4759873,4759873,7833575,8,1:4759873-,1,0,0,0,no
adding.4_T_104,spotba,4017103,4017103,6881223,3,1:4017103-,1,0,0,0,no
adding.4_T_105,spotba,3798157,3798157,6515560,2,1:3798157-,1,0,0,0,no
adding.4_T_106,spotba,3770377,3770377,6218544,2,1:3770377-,1,0,0,0,no
adding.4_T_107,spotba,11877821,11877821,33905413,8,1:11877821-,1,0,0,0,no
adding.4_T_108,spotba,4016636,4016636,6687674,2,1:4016636-,1,0,0,0,no
adding.4_T_109,spotba,4016678,4016678,6687759,3,1:4016678-,1,0,0,0,no
adding.4_T_010,spotba,3798157,3798157,6515560,2,1:3798157-,1,0,0,0,no
adding.4_T_110,spotba,4016636,4016636,6687674,2,1:4016636-,1,0,0,0,no
adding.4_T_111,spotba,4894176,4894176,7995659,4,1:4894176-,1,0,0,0,no
adding.4_T_112,spotba,3798157,3798157,6515560,2,1:3798157-,1,0,0,0,no
adding.4_T_113,spotba,5257108,5257108,9095662,7,1:5257108-,1,0,0,0,no
adding.4_T_114,spotba,3370680,3370680,5683994,6,1:3370680-,1,0,0,0,no
adding.4_T_115,spotba,4016636,4016636,6687676,5,1:4016636-,1,0,0,0,no
adding.4_T_116,spotba,4016636,4016636,6687674,2,1:4016636-,1,0,0,0,no
adding.4_T_117,spotba,6064225,6064225,12612486,7,1:6064225-,1,0,0,0,no
adding.4_T_118,spotba,4016636,4016636,6687674,5,1:4016636-,1,0,0,0,no
adding.4_T_119,spotba,4016636,4016636,8087005,2,1:4016636-,1,0,0,0,no
adding.4_T_011,spotba,4673271,4673271,8922358,5,1:4673271-,1,0,0,0,no
adding.4_T_120,spotba,4688514,4688514,7853196,3,1:4688514-,1,0,0,0,no
adding.4_T_121,spotba,5461597,5461597,9059329,4,1:5461597-,1,0,0,0,no
adding.4_T_122,spotba,4016636,4016636,6687674,10,1:4016636-,1,0,0,0,no
adding.4_T_123,spotba,5030459,5030459,7907781,5,1:5030459-,1,0,0,0,no
adding.4_T_124,spotba,4016636,4016636,6687674,2,1:4016636-,1,0,0,0,no
adding.4_T_125,spotba,4563727,4563727,7891506,6,1:4563727-,1,0,0,0,no
adding.4_T_126,spotba,4563729,4563729,7891508,5,1:4563729-,1,0,0,0,no
adding.4_T_127,spotba,3798157,3798157,6515560,2,1:3798157-,1,0,0,0,no
adding.4_T_128,spotba,4016636,4016636,6687674,3,1:4016636-,1,0,0,0,no
adding.4_T_129,spotba,4016636,4016636,6687674,4,1:4016636-,1,0,0,0,no
adding.4_T_012,spotba,9037041,9037041,17588533,9,1:9037041-,1,0,0,0,no
adding.4_T_130,spotba,8257414,8257414,13587034,5,1:8257414-,1,0,0,0,no
adding.4_T_131,spotba,20166673,20166673,42452443,10,1:20166673-,1,0,0,0,no
adding.4_T_132,spotba,4451835,4451835,7141249,11,1:4451835-,1,0,0,0,no
adding.4_T_133,spotba,4016610,4016610,6687621,4,1:4016610-,1,0,0,0,no
adding.4_T_134,spotba,25066527,25066527,55641176,11,1:25066527-,1,0,0,0,no
adding.4_T_135,spotba,8881887,8881887,15454036,10,1:8881887-,1,0,0,0,no
adding.4_T_136,spotba,5436000,5436000,8807669,10,1:5436000-,1,0,0,0,no
adding.4_T_137,spotba,4829632,4829632,7613750,3,1:4829632-,1,0,0,0,no
adding.4_T_138,spotba,7168830,7168830,13720876,4,1:7168830-,1,0,0,0,no
adding.4_T_139,spotba,8103785,8103785,14973621,4,1:8103785-,1,0,0,0,no
adding.4_T_013,spotba,4563727,4563727,7891506,3,1:4563727-,1,0,0,0,no
adding.4_T_140,spotba,4016636,4016636,6687674,2,1:4016636-,1,0,0,0,no
adding.4_T_141,spotba,6022679,6022679,11002035,4,1:6022679-,1,0,0,0,no
adding.4_T_142,spotba,7387232,7387232,15881714,3,1:7387232-,1,0,0,0,no
adding.4_T_143,spotba,4017019,4017019,6688058,10,1:4017019-,1,0,0,0,no
adding.4_T_144,spotba,3949800,3949800,6897972,3,1:3949800-,1,0,0,0,no
adding.4_T_145,spotba,6515893,6515893,11185973,4,1:6515893-,1,0,0,0,no
adding.4_T_146,spotba,3370737,3370737,8039053,3,1:3370737-,1,0,0,0,no
adding.4_T_147,spotba,7635979,7635979,16721275,3,1:7635979-,1,0,0,0,no
adding.4_T_148,spotba,4262099,4262099,6727386,8,1:4262099-,1,0,0,0,no
adding.4_T_149,spotba,3798157,3798157,6515560,2,1:3798157-,1,0,0,0,no
adding.4_T_014,spotba,9393277,9393277,17045063,11,1:9393277-,1,0,0,0,yes
adding.4_T_150,spotba,3370680,3370680,8038901,2,1:3370680-,1,0,0,0,no
adding.4_T_151,spotba,8580362,8580362,15721298,6,1:8580362-,1,0,0,0,no
adding.4_T_152,spotba,4016636,4016636,6687674,2,1:4016636-,1,0,0,0,no
adding.4_T_153,spotba,5418269,5418269,9611412,3,1:5418269-,1,0,0,0,no
adding.4_T_154,spotba,4016636,4016636,6687674,2,1:4016636-,1,0,0,0,no
adding.4_T_155,spotba,5587119,5587119,10169663,6,1:5587119-,1,0,0,0,no
adding.4_T_156,spotba,4016636,4016636,6687674,4,1:4016636-,1,0,0,0,no
adding.4_T_157,spotba,4829632,4829632,7613750,2,1:4829632-,1,0,0,0,no
adding.4_T_158,spotba,3798157,3798157,6515560,2,1:3798157-,1,0,0,0,no
adding.4_T_159,spotba,5411815,5411815,9930446,3,1:5411815-,1,0,0,0,no
adding.4_T_015,spotba,3928829,3928829,6831895,3,1:3928829-,1,0,0,0,no
adding.4_T_160,spotba,3798157,3798157,6515560,2,1:3798157-,1,0,0,0,no
adding.4_T_161,spotba,3798167,3798167,6515570,6,1:3798167-,1,0,0,0,no
adding.4_T_162,spotba,3798157,3798157,6515560,4,1:3798157-,1,0,0,0,no
adding.4_T_163,spotba,4016636,4016636,6687674,2,1:4016636-,1,0,0,0,no
adding.4_T_164,spotba,3798157,3798157,6515560,2,1:3798157-,1,0,0,0,no
adding.4_T_165,spotba,8126939,8126939,15878304,4,1:8126939-,1,0,0,0,no
adding.4_T_166,spotba,10841028,10841028,22968790,12,1:10841028-,1,0,0,0,no
adding.4_T_167,spotba,3798157,3798157,6515560,4,1:3798157-,1,0,0,0,no
adding.4_T_168,spotba,6542688,6542688,13544647,9,1:6542688-,1,0,0,0,no
adding.4_T_169,spotba,3882168,3882168,7754904,9,1:3882168-,1,0,0,0,no
adding.4_T_016,spotba,4016636,4016636,6687674,2,1:4016636-,1,0,0,0,no
adding.4_T_170,spotba,4829686,4829686,8794647,9,1:4829686-,1,0,0,0,no
adding.4_T_171,spotba,4231155,4231155,6683606,3,1:4231155-,1,0,0,0,no
adding.4_T_172,spotba,3370680,3370680,5683994,3,1:3370680-,1,0,0,0,no
adding.4_T_173,spotba,4676560,4676560,7791089,3,1:4676560-,1,0,0,0,no
adding.4_T_174,spotba,3798157,3798157,6515560,3,1:3798157-,1,0,0,0,no
adding.4_T_175,spotba,4016612,4016612,6687624,11,1:4016612-,1,0,0,0,no
adding.4_T_176,spotba,3798157,3798157,6515560,2,1:3798157-,1,0,0,0,no
adding.4_T_177,spotba,3798157,3798157,6515560,2,1:3798157-,1,0,0,0,no
adding.4_T_178,spotba,4016636,4016636,6687674,2,1:4016636-,1,0,0,0,no
adding.4_T_179,spotba,3505148,3505148,7971283,2,1:3505148-,1,0,0,0,no
adding.4_T_017,spotba,3983149,3983149,6721560,4,1:3983149-,1,0,0,0,no
adding.4_T_180,spotba,4016636,4016636,6687674,2,1:4016636-,1,0,0,0,no
adding.4_T_181,spotba,3798157,3798157,6515560,2,1:3798157-,1,0,0,0,no
adding.4_T_182,spotba,7146432,7146432,13090077,6,1:7146432-,1,0,0,0,no
adding.4_T_183,spotba,9920066,9920066,15827285,8,1:9920066-,1,0,0,0,yes
adding.4_T_184,spotba,11812403,11812403,26110668,10,1:11812403-,1,0,0,0,no
adding.4_T_185,spotba,3798156,3798156,6515558,5,1:3798156-,1,0,0,0,no
adding.4_T_186,spotba,7942412,7942412,13364836,7,1:7942412-,1,0,0,0,yes
adding.4_T_187,spotba,8627760,8627760,15491246,4,1:8627760-,1,0,0,0,no
adding.4_T_188,spotba,7934406,7934406,13575500,6,1:7934406-,1,0,0,0,no
adding.4_T_189,spotba,5123526,5123526,8903938,5,1:5123526-,1,0,0,0,no
adding.4_T_018,spotba,8151397,8151397,19591833,4,1:8151397-,1,0,0,0,no
adding.4_T_190,spotba,5209683,5209683,8895186,3,1:5209683-,1,0,0,0,no
adding.4_T_191,spotba,4829632,4829632,8523827,2,1:4829632-,1,0,0,0,no
adding.4_T_192,spotba,4336817,4336817,7410205,4,1:4336817-,1,0,0,0,no
adding.4_T_193,spotba,4894176,4894176,7995659,3,1:4894176-,1,0,0,0,no
