model,buchi,sccs,allstates,alltrans,buchisize,scclist,largest_scc,scc1k,scc10k,scc100k,persistence
adding.4_F_073,tgba,3370995,3370995,5684328,4,1:3370995-,1,0,0,0,no
adding.4_F_074,tgba,6742138,6742138,13158934,8,1:6742138-,1,0,0,0,yes
adding.4_F_075,tgba,14675694,14675694,24943352,15,1:14675694-,1,0,0,0,no
adding.4_F_076,tgba,9298960,9298960,18087458,5,1:9298960-,1,0,0,0,no
adding.4_F_077,tgba,3371351,3371351,5685079,7,1:3371351-,1,0,0,0,no
adding.4_F_078,tgba,9887618,9887618,23578414,5,1:9887618-,1,0,0,0,no
adding.4_F_079,tgba,3370734,3370734,5684049,3,1:3370734-,1,0,0,0,no
adding.4_F_080,tgba,9609751,9609751,18312990,11,1:9609751-,1,0,0,0,no
adding.4_F_081,tgba,4830230,4830230,8795562,11,1:4830230-,1,0,0,0,no
adding.4_F_082,tgba,6741359,6741359,13722893,6,1:6741359-,1,0,0,0,no
adding.4_F_083,tgba,4830169,4830169,8795375,5,1:4830169-,1,0,0,0,no
adding.4_F_084,tgba,4248535,4248535,6812291,6,1:4248535-,1,0,0,0,no
adding.4_F_085,tgba,3371049,3371049,5684436,4,1:3371049-,1,0,0,0,no
adding.4_F_086,tgba,7934352,7934352,13575392,5,1:7934352-,1,0,0,0,no
adding.4_F_087,tgba,3372039,3372039,5685552,4,1:3372039-,1,0,0,0,no
adding.4_F_088,tgba,11570932,11570932,20162395,8,1:11570932-,1,0,0,0,no
adding.4_F_089,tgba,8203213,8203213,15775133,10,1:8203213-,1,0,0,0,no
adding.4_F_090,tgba,6741305,6741305,13297636,4,1:6741305-,1,0,0,0,no
adding.4_F_091,tgba,7934352,7934352,13575392,5,1:7934352-,1,0,0,0,no
adding.4_F_092,tgba,3370993,3370993,5684326,4,1:3370993-,1,0,0,0,no
adding.4_F_093,tgba,3370995,3370995,5684328,3,1:3370995-,1,0,0,0,no
adding.4_F_094,tgba,3370732,3370732,5684047,4,1:3370732-,1,0,0,0,no
adding.4_F_095,tgba,6458185,6458185,11021405,9,1:6458185-,1,0,0,0,no
adding.4_F_096,tgba,7140832,7140832,16625272,8,1:7140832-,1,0,0,0,no
adding.4_F_097,tgba,3370734,3370734,5684049,4,1:3370734-,1,0,0,0,no
adding.4_F_098,tgba,6741358,6741358,11367987,7,1:6741358-,1,0,0,0,no
adding.4_F_099,tgba,8241894,8241894,16670762,8,1:8241894-,1,0,0,0,no
adding.4_F_100,tgba,9298960,9298960,18087458,5,1:9298960-,1,0,0,0,no
adding.4_F_101,tgba,8775806,8775806,15643658,10,1:8775806-,1,0,0,0,no
adding.4_F_102,tgba,3370734,3370734,5684051,3,1:3370734-,1,0,0,0,no
adding.4_F_103,tgba,4829702,4829702,8794628,6,1:4829702-,1,0,0,0,no
adding.4_F_104,tgba,3370706,3370706,5684046,2,1:3370706-,1,0,0,0,no
adding.4_F_105,tgba,7934347,7934347,15930285,8,1:7934347-,1,0,0,0,no
adding.4_F_106,tgba,8200307,8200307,14478579,11,1:8200307-,1,0,0,0,no
adding.4_F_107,tgba,8200247,8200247,14478389,10,1:8200247-,1,0,0,0,no
adding.4_F_108,tgba,5007711,5007711,8475050,4,1:5007711-,1,0,0,0,no
adding.4_F_109,tgba,8200247,8200247,14478389,5,1:8200247-,1,0,0,0,no
adding.4_F_110,tgba,8033132,8033132,18180870,6,1:8033132-,1,0,0,0,no
adding.4_F_111,tgba,4016752,4016752,6687898,3,1:4016752-,1,0,0,0,no
adding.4_F_112,tgba,6022679,6022679,11501841,3,1:6022679-,1,0,0,0,no
adding.4_F_113,tgba,8536929,8536929,16471151,8,1:8536929-,1,0,0,0,no
adding.4_F_114,tgba,3798476,3798476,6515898,13,1:3798476-,1,0,0,0,no
adding.4_F_115,tgba,3375263,3375263,5690816,5,1:3375263-,1,0,0,0,no
adding.4_F_116,tgba,12245221,12245221,26305978,5,1:12245221-,1,0,0,0,no
adding.4_F_117,tgba,5021877,5021877,8785938,8,1:5021877-,1,0,0,0,no
adding.4_F_118,tgba,3370706,3370706,5684047,5,1:3370706-,1,0,0,0,no
adding.4_F_119,tgba,8624390,8624390,19239552,11,1:8624390-,1,0,0,0,no
adding.4_F_120,tgba,3370993,3370993,5684326,4,1:3370993-,1,0,0,0,no
adding.4_F_121,tgba,20229956,20229956,41479314,15,1:20229956-,1,0,0,0,no
adding.4_F_122,tgba,6741305,6741305,11367880,4,1:6741305-,1,0,0,0,no
adding.4_F_123,tgba,13953342,13953342,30358318,9,1:13953342-,1,0,0,0,no
adding.4_F_124,tgba,6741333,6741333,11367935,7,1:6741333-,1,0,0,0,no
adding.4_F_125,tgba,7083353,7083353,12087542,10,1:7083353-,1,0,0,0,no
adding.4_F_126,tgba,6741385,6741385,12408071,4,1:6741385-,1,0,0,0,no
adding.4_F_127,tgba,7934352,7934352,13575392,7,1:7934352-,1,0,0,0,no
adding.4_F_128,tgba,8819161,8819161,14632707,7,1:8819161-,1,0,0,0,no
adding.4_F_129,tgba,3370743,3370743,5684102,3,1:3370743-,1,0,0,0,no
adding.4_F_130,tgba,3370706,3370706,5684046,2,1:3370706-,1,0,0,0,no
adding.4_F_131,tgba,8242702,8242702,16672354,16,1:8242702-,1,0,0,0,no
adding.4_F_132,tgba,6125727,6125727,9377220,8,1:6125727-,1,0,0,0,no
adding.4_F_133,tgba,3370734,3370734,5684049,4,1:3370734-,1,0,0,0,no
adding.4_F_134,tgba,4563807,4563807,7891665,5,1:4563807-,1,0,0,0,no
adding.4_F_135,tgba,4461720,4461720,7329848,8,1:4461720-,1,0,0,0,no
adding.4_F_136,tgba,9346637,9346637,19188683,15,1:9346637-,1,0,0,0,no
adding.4_F_137,tgba,3371147,3371147,5684831,8,1:3371147-,1,0,0,0,no
adding.4_F_138,tgba,3370734,3370734,5684049,4,1:3370734-,1,0,0,0,no
adding.4_F_139,tgba,10904363,10904363,20570749,6,1:10904363-,1,0,0,0,no
adding.4_F_140,tgba,6259687,6742398,18878945,4,2:482711-1:5776976-,2,0,0,0,no
adding.4_F_141,tgba,6741311,6741311,11367894,11,1:6741311-,1,0,0,0,no
adding.4_F_142,tgba,7121462,7121462,16966204,6,1:7121462-,1,0,0,0,no
adding.4_F_143,tgba,4830286,4830286,8795630,11,1:4830286-,1,0,0,0,no
adding.4_F_144,tgba,9346384,9346384,19188113,5,1:9346384-,1,0,0,0,no
adding.4_F_145,tgba,11052352,11052352,19761225,12,1:11052352-,1,0,0,0,no
adding.4_F_146,tgba,3370734,3370734,5684049,3,1:3370734-,1,0,0,0,no
adding.4_F_147,tgba,6741305,6741305,11367880,5,1:6741305-,1,0,0,0,no
adding.4_F_148,tgba,4262153,4262153,6727441,4,1:4262153-,1,0,0,0,no
adding.4_F_149,tgba,3370732,3370732,5684047,4,1:3370732-,1,0,0,0,no
adding.4_F_150,tgba,7934460,7934460,13575608,5,1:7934460-,1,0,0,0,no
adding.4_F_151,tgba,3370732,3370732,5684047,4,1:3370732-,1,0,0,0,no
adding.4_F_152,tgba,3370734,3370734,5684049,3,1:3370734-,1,0,0,0,no
adding.4_F_153,tgba,8627790,8627790,18315340,5,1:8627790-,1,0,0,0,no
adding.4_F_154,tgba,6741330,6741330,11367930,6,1:6741330-,1,0,0,0,no
adding.4_F_155,tgba,4830169,4830169,8795375,6,1:4830169-,1,0,0,0,no
adding.4_F_156,tgba,6741305,6741305,11367880,4,1:6741305-,1,0,0,0,no
adding.4_F_157,tgba,6741305,6741305,11367880,4,1:6741305-,1,0,0,0,no
adding.4_F_158,tgba,8293900,8293900,18356437,10,1:8293900-,1,0,0,0,no
adding.4_F_159,tgba,7934754,7934754,13576053,9,1:7934754-,1,0,0,0,no
adding.4_F_160,tgba,17644824,17644824,35338779,8,1:17644824-,1,0,0,0,no
adding.4_F_161,tgba,11305021,11305021,19259366,7,1:11305021-,1,0,0,0,no
adding.4_F_162,tgba,3370734,3370734,5684049,3,1:3370734-,1,0,0,0,no
adding.4_F_163,tgba,3370995,3370995,5684328,6,1:3370995-,1,0,0,0,no
adding.4_F_164,tgba,19722586,19722586,45604067,12,1:19722586-,1,0,0,0,no
adding.4_F_165,tgba,11451628,11451628,34344368,9,1:11451628-,1,0,0,0,no
adding.4_F_166,tgba,3370734,3370734,5684051,5,1:3370734-,1,0,0,0,no
adding.4_F_167,tgba,6741609,6741609,11368472,5,1:6741609-,1,0,0,0,no
adding.4_F_168,tgba,7141052,7141052,11902565,5,1:7141052-,1,0,0,0,no
adding.4_F_169,tgba,9847658,9847658,18570399,14,1:9847658-,1,0,0,0,no
adding.4_F_170,tgba,4563771,4563771,7891595,6,1:4563771-,1,0,0,0,no
adding.4_F_171,tgba,6744808,6744808,11374645,5,1:6744808-,1,0,0,0,no
adding.4_F_172,tgba,7934344,7934344,13575374,9,1:7934344-,1,0,0,0,no
adding.4_F_173,tgba,9298960,9298960,18087458,6,1:9298960-,1,0,0,0,no
adding.4_F_174,tgba,8200247,8200247,14478389,9,1:8200247-,1,0,0,0,no
adding.4_F_175,tgba,3370995,3370995,5684328,3,1:3370995-,1,0,0,0,no
adding.4_F_176,tgba,9346394,9346394,19188163,5,1:9346394-,1,0,0,0,no
adding.4_F_177,tgba,8200311,8200311,14478517,5,1:8200311-,1,0,0,0,no
adding.4_F_178,tgba,6743947,6743947,11372935,6,1:6743947-,1,0,0,0,no
adding.4_F_179,tgba,3370734,3370734,8038956,3,1:3370734-,1,0,0,0,no
adding.4_F_180,tgba,7934352,7934352,13575392,7,1:7934352-,1,0,0,0,no
adding.4_F_181,tgba,3370995,3370995,5684328,3,1:3370995-,1,0,0,0,no
adding.4_F_182,tgba,4829947,4829947,8794857,7,1:4829947-,1,0,0,0,no
adding.4_F_183,tgba,3370995,3370995,5684328,3,1:3370995-,1,0,0,0,no
adding.4_F_184,tgba,14719326,14719326,27427180,11,1:14719326-,1,0,0,0,no
adding.4_F_185,tgba,4452085,4452085,7141823,4,1:4452085-,1,0,0,0,no
adding.4_F_186,tgba,10319939,10319939,19317810,9,1:10319939-,1,0,0,0,no
adding.4_F_187,tgba,15274813,15274813,33031775,6,1:15274813-,1,0,0,0,no
adding.4_F_188,tgba,4564264,4564264,7892358,5,1:4564264-,1,0,0,0,no
adding.4_F_189,tgba,4564262,4564262,7892356,6,1:4564262-,1,0,0,0,no
adding.4_F_190,tgba,7934388,7934388,13575446,10,1:7934388-,1,0,0,0,no
adding.4_F_191,tgba,10757910,10757910,24496189,6,1:10757910-,1,0,0,0,no
adding.4_F_192,tgba,3371368,3371368,5684780,6,1:3371368-,1,0,0,0,yes
adding.4_F_193,tgba,4506840,4506840,10980407,5,1:4506840-,1,0,0,0,no
adding.4_F_194,tgba,3370993,3370993,5684326,4,1:3370993-,1,0,0,0,no
adding.4_F_195,tgba,3370995,3370995,5684328,3,1:3370995-,1,0,0,0,no
adding.4_F_196,tgba,7564053,7564053,15124815,5,1:7564053-,1,0,0,0,no
adding.4_F_197,tgba,12398061,12398061,20816781,11,1:12398061-,1,0,0,0,no
adding.4_F_198,tgba,3371049,3371049,5684436,4,1:3371049-,1,0,0,0,no
adding.4_F_199,tgba,3798472,3798472,6515894,3,1:3798472-,1,0,0,0,no
adding.4_F_200,tgba,3798155,3798155,7323739,2,1:3798155-,1,0,0,0,no
adding.4_F_201,tgba,4449228,4449228,8126785,5,1:4449228-,1,0,0,0,no
adding.4_F_202,tgba,8200664,8200664,14478944,18,1:8200664-,1,0,0,0,no
adding.4_F_203,tgba,5475642,5475642,11590777,7,1:5475642-,1,0,0,0,no
adding.4_F_204,tgba,4564237,4564237,7892216,5,1:4564237-,1,0,0,0,no
adding.4_F_205,tgba,9509390,9509390,16119210,6,1:9509390-,1,0,0,0,no
adding.4_F_206,tgba,8200285,8200285,14478464,6,1:8200285-,1,0,0,0,no
adding.4_F_207,tgba,5895489,5895489,10047173,9,1:5895489-,1,0,0,0,no
adding.4_F_208,tgba,6117207,6117207,10302668,3,1:6117207-,1,0,0,0,no
adding.4_F_209,tgba,7934352,7934352,13575394,7,1:7934352-,1,0,0,0,no
adding.4_F_210,tgba,4829702,4829702,8794628,5,1:4829702-,1,0,0,0,no
adding.4_F_211,tgba,4564237,4564237,7892216,8,1:4564237-,1,0,0,0,no
adding.4_F_212,tgba,7388108,7388108,15091453,8,1:7388108-,1,0,0,0,no
adding.4_T_001,tgba,4532610,4532610,9498696,2,1:4532610-,1,0,0,0,no
adding.4_T_002,tgba,8768207,8768207,16283829,5,1:8768207-,1,0,0,0,no
adding.4_T_003,tgba,11541957,11541957,21825586,7,1:11541957-,1,0,0,0,no
adding.4_T_004,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_005,tgba,8629278,8629278,17056609,5,1:8629278-,1,0,0,0,no
adding.4_T_006,tgba,4969321,4969321,8073337,3,1:4969321-,1,0,0,0,no
adding.4_T_007,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_008,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_009,tgba,6741304,6741304,11367878,6,1:6741304-,1,0,0,0,no
adding.4_T_010,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_011,tgba,3370680,3370680,7083323,3,1:3370680-,1,0,0,0,no
adding.4_T_012,tgba,7528082,7528082,15055310,5,1:7528082-,1,0,0,0,no
adding.4_T_013,tgba,4563727,4563727,7891506,2,1:4563727-,1,0,0,0,no
adding.4_T_014,tgba,9393277,9393277,17045063,11,1:9393277-,1,0,0,0,yes
adding.4_T_015,tgba,3487524,3487524,5980542,2,1:3487524-,1,0,0,0,no
adding.4_T_016,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_017,tgba,3370680,3370680,5683994,2,1:3370680-,1,0,0,0,no
adding.4_T_018,tgba,7144763,7144763,17992960,3,1:7144763-,1,0,0,0,no
adding.4_T_019,tgba,5150214,5150214,9435687,4,1:5150214-,1,0,0,0,no
adding.4_T_020,tgba,5493077,5975789,15910637,2,2:482712-1:5010365-,2,0,0,0,no
adding.4_T_021,tgba,8986695,8986695,21199196,3,1:8986695-,1,0,0,0,no
adding.4_T_022,tgba,4563727,4563727,7891506,6,1:4563727-,1,0,0,0,yes
adding.4_T_023,tgba,4829854,4829854,8795041,8,1:4829854-,1,0,0,0,no
adding.4_T_024,tgba,10650730,10650730,34596145,7,1:10650730-,1,0,0,0,no
adding.4_T_025,tgba,7635985,7635985,17146438,3,1:7635985-,1,0,0,0,no
adding.4_T_026,tgba,3370680,3370680,5683994,2,1:3370680-,1,0,0,0,no
adding.4_T_027,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_028,tgba,3370680,3370680,5683994,6,1:3370680-,1,0,0,0,no
adding.4_T_029,tgba,4563727,4563727,7891510,5,1:4563727-,1,0,0,0,no
adding.4_T_030,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_031,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_032,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_033,tgba,3370680,3370680,5683994,3,1:3370680-,1,0,0,0,no
adding.4_T_034,tgba,7103881,7103881,11766114,7,1:7103881-,1,0,0,0,no
adding.4_T_035,tgba,3370680,3370680,8538705,3,1:3370680-,1,0,0,0,no
adding.4_T_036,tgba,5664629,5664629,13211294,7,1:5664629-,1,0,0,0,no
adding.4_T_037,tgba,3370680,3370680,6183800,1,1:3370680-,1,0,0,0,no
adding.4_T_038,tgba,3370706,3370706,5684046,2,1:3370706-,1,0,0,0,no
adding.4_T_039,tgba,5586053,5586053,9711924,2,1:5586053-,1,0,0,0,no
adding.4_T_040,tgba,3370680,3370680,5683994,6,1:3370680-,1,0,0,0,no
adding.4_T_041,tgba,22707240,22707240,51548148,13,1:22707240-,1,0,0,0,no
adding.4_T_042,tgba,5074394,5074394,8251216,4,1:5074394-,1,0,0,0,no
adding.4_T_043,tgba,8494177,8494177,15987206,3,1:8494177-,1,0,0,0,no
adding.4_T_044,tgba,12625363,12625363,27538045,8,1:12625363-,1,0,0,0,no
adding.4_T_045,tgba,4384503,4384503,7353036,2,1:4384503-,1,0,0,0,no
adding.4_T_046,tgba,7205899,7205899,15507686,4,1:7205899-,1,0,0,0,no
adding.4_T_047,tgba,6284877,6284877,25253476,8,1:6284877-,1,0,0,0,no
adding.4_T_048,tgba,4400627,4400627,8347534,4,1:4400627-,1,0,0,0,no
adding.4_T_049,tgba,4262099,4262099,6727386,5,1:4262099-,1,0,0,0,no
adding.4_T_050,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_051,tgba,4758853,4758853,8125277,3,1:4758853-,1,0,0,0,no
adding.4_T_052,tgba,4563779,4563779,7891608,5,1:4563779-,1,0,0,0,no
adding.4_T_053,tgba,4563727,4563727,7891506,5,1:4563727-,1,0,0,0,no
adding.4_T_054,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_055,tgba,6532858,6532858,9677602,5,1:6532858-,1,0,0,0,no
adding.4_T_056,tgba,3370680,3370680,5683994,4,1:3370680-,1,0,0,0,no
adding.4_T_057,tgba,3370706,3370706,5684046,2,1:3370706-,1,0,0,0,no
adding.4_T_058,tgba,4532610,4532610,7156501,2,1:4532610-,1,0,0,0,no
adding.4_T_059,tgba,5134409,5134409,7876980,4,1:5134409-,1,0,0,0,no
adding.4_T_060,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_061,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_062,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_063,tgba,7934351,7934351,13575390,6,1:7934351-,1,0,0,0,no
adding.4_T_064,tgba,4563727,4563727,7891506,7,1:4563727-,1,0,0,0,no
adding.4_T_065,tgba,5587883,5587883,10294449,4,1:5587883-,1,0,0,0,no
adding.4_T_066,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_067,tgba,7141026,7141026,15231564,3,1:7141026-,1,0,0,0,no
adding.4_T_068,tgba,5975789,5975789,14276703,2,1:5975789-,1,0,0,0,no
adding.4_T_069,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_070,tgba,4689576,4689576,7918996,6,1:4689576-,1,0,0,0,no
adding.4_T_071,tgba,4384503,4384503,7353036,2,1:4384503-,1,0,0,0,no
adding.4_T_072,tgba,3370680,3370680,5683994,15,1:3370680-,1,0,0,0,no
adding.4_T_073,tgba,4039637,4039637,6757064,4,1:4039637-,1,0,0,0,no
adding.4_T_074,tgba,4134722,4134722,9977500,2,1:4134722-,1,0,0,0,no
adding.4_T_075,tgba,5257109,5257109,9095664,3,1:5257109-,1,0,0,0,no
adding.4_T_076,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_077,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_078,tgba,5501093,5501093,9328178,4,1:5501093-,1,0,0,0,no
adding.4_T_079,tgba,4262099,4262099,6727386,3,1:4262099-,1,0,0,0,no
adding.4_T_080,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_081,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_082,tgba,5518555,5518555,11174257,3,1:5518555-,1,0,0,0,no
adding.4_T_083,tgba,11050585,11050585,31298963,7,1:11050585-,1,0,0,0,no
adding.4_T_084,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_085,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_086,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_087,tgba,3370680,3370680,5683994,2,1:3370680-,1,0,0,0,no
adding.4_T_088,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_089,tgba,5194820,5194820,8343850,3,1:5194820-,1,0,0,0,no
adding.4_T_090,tgba,4563727,4563727,7891506,4,1:4563727-,1,0,0,0,no
adding.4_T_091,tgba,4532610,4532610,7156501,2,1:4532610-,1,0,0,0,no
adding.4_T_092,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_093,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_094,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_095,tgba,4829632,4829632,8794523,4,1:4829632-,1,0,0,0,no
adding.4_T_096,tgba,4768584,4768584,8095227,2,1:4768584-,1,0,0,0,no
adding.4_T_097,tgba,6153134,6153134,11056227,5,1:6153134-,1,0,0,0,no
adding.4_T_098,tgba,4829632,4829632,9975296,2,1:4829632-,1,0,0,0,no
adding.4_T_099,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_100,tgba,3370680,3370680,5683994,1,1:3370680-,1,0,0,0,no
adding.4_T_101,tgba,4016636,4016636,6687674,3,1:4016636-,1,0,0,0,no
adding.4_T_102,tgba,5399923,5399923,15347066,5,1:5399923-,1,0,0,0,no
adding.4_T_103,tgba,4759873,4759873,7833575,7,1:4759873-,1,0,0,0,no
